日期,浦发银行,上海机场,民生银行,中国石化,Fetching...,三一重工,招商银行,保利地产,Fetching...,上汽集团,复星医药,恒瑞医药,Fetching...,Fetching...,贵州茅台,山东黄金,Fetching...,Fetching...,Fetching...,海通证券,Fetching...,Fetching...,中国国航,兴业银行,中国铁建,Fetching...,Fetching...,中国中铁,Fetching...,Fetching...,中国人寿,中国建筑,华泰证券,中国中车,Fetching...,中国国旅,建设银行,Fetching...,中国重工
2015/09/30,15.6731,4.7054,15.1631,8.1477,12.3188,-0.6407,13.0979,18.5509,9.6099,20.9962,5.4262,2.0742,8.1693,7.3659,7.0982,2.3650,11.4071,12.0700,3.7960,10.9315,4.8106,12.5523,8.2251,17.9609,6.5871,11.3543,14.7605,4.3146,18.0123,7.8439,6.3323,20.6297,9.7933,2.7375,4.8843,3.6293,17.7229,16.3247,0.4581
2015/10/30,16.2457,4.4592,14.8986,4.9026,11.1869,-0.6073,13.0290,16.6757,6.8189,19.9280,4.7810,1.9653,6.1304,7.1218,6.3355,2.0679,9.6176,11.0236,3.4946,8.5672,4.6445,10.7578,6.4533,17.3492,5.8375,10.7253,14.1328,3.8344,17.0270,7.0583,5.1997,19.3111,7.7105,2.5617,3.0537,3.6049,16.7612,15.6076,0.4146
2015/11/30,14.2770,4.7118,14.9904,5.0224,10.0701,-1.7397,13.5820,15.1471,7.2464,18.5113,4.9355,2.0873,6.6281,6.9224,6.3222,2.0543,10.4024,9.4905,3.2341,8.3533,4.7457,11.0433,7.1490,16.9280,6.7432,10.6270,14.0444,4.1847,16.8664,7.2683,5.2353,19.3422,7.9001,3.1002,3.1809,3.7225,15.9187,14.7342,-0.3856
2015/12/31,14.5740,4.5650,13.4198,4.9717,9.1750,-1.6974,12.9855,13.6666,7.2933,16.6881,5.0641,2.1026,6.3570,5.7957,6.2098,1.7971,9.9888,9.4905,3.1538,8.0365,4.2604,10.8441,6.7241,15.5198,6.8683,9.9775,13.9353,4.2843,17.0137,6.6639,4.8654,18.9151,7.4794,3.1846,3.2000,3.1375,15.8912,15.1016,-0.4127
2016/01/29,15.7554,5.2111,15.0602,5.6301,12.2438,-2.3220,15.5844,16.6926,11.1291,19.0183,6.5396,2.3473,8.3009,7.0725,6.7527,2.2611,12.9793,9.4905,4.0028,10.4986,5.2473,12.1146,8.9169,18.3211,9.1759,11.9016,16.7745,5.8775,19.0056,8.2647,6.7388,23.3766,10.1162,4.1252,3.5818,4.0453,19.0959,18.8067,-0.6267
2016/02/29,14.4318,4.9543,15.3097,5.6689,12.4325,-2.2840,16.0446,16.0124,11.2121,19.3192,6.6270,2.2966,8.8032,7.1231,6.3046,1.4940,12.1226,12.6235,4.2423,10.2530,5.3886,11.9102,9.3962,18.6829,9.5154,12.3816,17.3585,6.4177,19.3357,8.1803,6.9286,23.3766,10.8213,4.3861,3.6703,4.4775,20.2762,19.1033,-0.6654
2016/03/31,14.0951,4.6294,14.1470,7.5214,9.4400,-1.9629,14.2976,15.6673,11.2134,17.6531,6.2244,2.1867,7.1472,6.9510,5.2896,1.6075,8.5224,11.1481,3.8949,10.2466,5.2673,8.3190,8.0437,17.0588,8.7859,11.2087,16.1567,6.4091,18.1637,7.5887,5.2176,21.0389,8.8107,5.0451,3.0417,4.0764,18.8764,17.9252,-0.5395
2016/04/29,14.5534,5.1411,13.8580,8.5464,10.2210,0.4727,13.2098,18.4243,9.0189,17.8694,6.7519,2.5719,6.2848,7.2959,5.3996,2.0751,8.2669,12.9773,3.6470,8.3461,5.1061,7.9138,9.2107,16.7851,9.4248,11.2910,16.7718,6.8975,18.3211,7.2094,4.5969,21.7440,8.0689,5.8910,1.7450,4.1489,19.5203,18.2804,-3.0002
2016/05/31,14.9458,5.0484,14.2933,8.6172,8.9509,0.5015,13.0263,19.4226,9.1091,18.3070,6.7624,2.6133,6.3717,7.4377,5.1287,2.1375,8.7772,11.8143,3.4945,7.9143,5.2440,7.9911,8.9864,16.7022,10.0464,11.0563,16.3169,7.2393,17.9009,6.1872,4.6118,22.2961,7.6017,5.7392,1.7568,4.1339,18.8244,18.2260,-3.0734
2016/06/30,15.9606,5.3701,14.5494,8.8180,9.2597,0.5084,13.3985,17.3364,9.5633,18.3070,6.8549,2.4943,5.8561,7.5353,4.6464,1.6260,9.1937,12.1735,3.5575,8.1350,4.8477,7.9229,9.2788,17.7543,10.1977,11.2910,16.0271,7.5301,17.5783,6.2444,4.7890,23.0086,7.4250,6.0709,1.7908,4.1526,19.3396,19.0777,-2.9860
2016/07/29,15.8285,5.0176,14.1841,8.6891,9.2654,0.4899,13.6640,16.6391,8.5531,15.9901,6.0333,2.2905,5.3042,7.1762,4.3314,1.3811,8.4392,9.8934,3.6217,8.2203,4.3587,7.6040,7.5938,17.5017,11.3867,11.1758,16.0556,7.6733,18.1506,6.3026,4.7616,21.4747,7.4525,6.1650,1.7933,4.0594,18.1548,18.3351,-2.8509
2016/08/31,15.1321,5.2373,13.9697,6.4731,6.4033,-0.1753,12.8087,15.4135,5.3593,17.0401,5.7480,2.4164,5.6996,7.2096,4.4828,1.8835,7.0329,10.3184,3.7097,5.8063,5.0907,6.9953,6.8817,17.0741,10.9985,11.4419,15.6128,7.4965,17.2776,5.1464,2.3106,20.0328,4.8015,5.7063,2.2229,4.0070,17.4979,18.7699,-2.1256
2016/09/30,15.1229,5.3907,14.0451,6.6595,6.7131,-0.1696,13.2570,15.7346,5.5272,17.2195,5.7113,2.3774,5.6608,6.8061,4.6676,2.0586,7.1081,10.6644,3.6140,5.7808,5.3245,6.9032,7.0908,17.1810,11.4257,11.4620,16.3751,7.9212,17.6676,4.9172,2.3300,20.7795,5.4622,5.9292,2.3215,4.1492,17.8019,19.3268,-2.3074
2016/10/31,15.5404,5.4873,14.2547,8.0563,6.1189,0.6394,13.6706,17.4077,3.5177,16.4896,5.8659,2.3674,7.3244,6.5026,4.4211,1.4169,8.5527,10.3866,3.5393,6.4818,4.9528,7.1115,8.9106,17.1810,10.3690,11.6309,16.1596,7.0474,17.6642,4.4178,2.4165,20.2207,4.7929,5.4510,2.0293,4.2668,17.6023,19.3493,-1.5515
2016/11/30,14.7344,5.4313,13.8045,7.8832,5.7259,0.5784,13.1621,16.1215,2.7096,15.4643,5.6148,2.3310,7.3279,6.9082,4.4055,1.5127,8.0340,9.6877,3.4131,6.2961,4.5046,7.0947,8.2942,16.6403,8.4897,11.0802,15.4977,6.0478,17.3125,4.2876,2.0454,13.1866,4.9620,4.2407,1.9547,4.3186,16.6226,18.6878,-1.4030
2016/12/30,15.5979,5.6094,14.4431,7.4607,6.3284,0.6163,13.8726,17.4458,2.4686,16.6514,5.7750,2.4007,7.1033,7.5528,4.2068,1.5803,8.5930,10.4918,3.2168,6.6999,5.0625,7.4235,9.1581,17.3620,8.9298,11.3617,15.7395,6.6894,17.7443,4.6644,2.1898,16.3866,5.5094,5.1999,1.8736,4.4290,17.0198,19.0681,-1.4267
2017/01/26,15.1040,5.4095,14.1776,6.6936,6.1672,0.5431,12.8504,17.2755,2.7593,14.5302,5.3625,2.2838,5.9413,7.4284,4.0814,1.5585,7.3125,10.2531,2.9322,6.5017,4.8398,6.9752,8.6990,16.4161,8.6900,11.0256,15.0858,6.6894,17.0114,4.4635,2.0510,16.2399,5.3274,4.8307,1.7220,4.2015,16.1022,18.3224,-1.3223
2017/02/28,15.2406,5.4214,14.5230,7.0195,6.1411,0.5119,12.5595,16.8186,2.5670,14.2935,5.1857,2.1678,5.5357,7.0457,3.9635,1.5564,7.1161,9.5013,2.8677,6.7341,4.9221,7.0905,8.3467,16.7297,8.0604,11.1108,14.5773,6.5562,16.6850,4.7377,2.0550,16.4051,5.4213,4.6809,1.8098,3.9133,15.6399,17.8245,-1.3171
2017/03/31,15.7927,5.1335,15.7656,8.5143,5.6255,0.5190,12.9027,16.7127,0.3031,14.5188,4.7278,2.0654,5.3540,7.6573,3.6383,1.9697,8.1438,8.5106,2.6938,5.3182,4.9316,7.6704,6.4475,17.2870,8.4189,10.6966,14.6223,6.3117,16.1800,4.9437,2.7388,15.7810,5.4146,4.7333,2.0421,3.3907,15.6484,17.7281,-1.3596
2017/04/28,16.5109,4.7290,17.1815,10.2642,5.5839,1.6278,13.2765,15.2838,0.5466,13.8083,4.6205,2.1913,10.3839,6.2110,3.7087,2.1047,8.9522,8.5036,3.4339,5.6069,5.1071,7.6271,5.1811,16.6233,8.3866,10.7677,15.1324,6.3332,16.0474,4.8849,2.7762,14.9653,5.4146,4.4711,3.5706,3.6166,15.6989,17.4150,0.0972
2017/05/31,15.0449,4.2861,16.8392,9.4621,5.8344,1.6585,11.3282,14.8828,0.5466,12.5573,4.1691,1.9669,10.4228,6.7647,3.4620,2.6627,8.8976,7.9775,3.2357,5.4420,4.9566,8.7352,4.5335,16.1280,9.2585,9.0690,14.7406,6.4647,14.9764,4.3904,2.5834,14.8227,5.2360,4.4579,3.5615,3.9331,14.7378,16.9156,0.1061
2017/06/30,15.2709,4.3412,16.4500,10.0046,5.6356,1.4076,10.6223,14.4649,0.5466,12.1610,4.2619,1.9359,8.4175,6.7566,3.2499,2.6277,8.3496,7.5110,2.9876,5.6069,4.4562,8.3942,4.7241,15.8314,9.2816,8.2391,14.8363,6.6437,14.9764,3.9341,2.6888,14.4705,5.1424,4.4623,3.6217,3.5390,15.2650,17.0528,0.1061
2017/07/31,14.4594,4.3250,15.7231,9.7098,5.5284,1.3447,9.9327,13.7217,0.5466,12.5281,4.5309,1.9128,6.9595,7.3402,3.4074,2.3816,7.8198,8.0517,3.0623,5.5993,4.6635,9.6847,5.2104,15.0292,8.5430,7.8574,14.2800,6.5012,14.2697,3.8996,2.6284,13.6127,4.6255,4.4800,3.4257,3.6921,13.9287,16.0958,0.1061
2017/08/31,15.4424,4.3384,16.2133,9.4698,4.8302,2.1356,9.8593,14.1097,0.8655,12.8348,4.6561,1.9064,8.8565,8.0499,3.3385,2.3029,10.0846,9.3569,3.3931,4.9936,4.1017,11.5615,5.8571,15.4245,9.2028,7.3374,14.1103,7.3825,13.4172,3.6579,2.5903,15.0743,4.0335,4.3607,2.2552,3.9012,13.5900,15.0404,-0.5408
2017/09/29,14.6018,4.4606,16.9815,9.6464,4.8409,2.1859,10.3224,13.9876,0.9378,12.6392,3.9848,1.7222,7.5705,8.4073,3.1676,2.3916,9.4828,8.6996,2.8770,5.1659,3.4783,10.6670,6.2265,15.7456,9.6684,7.5908,14.6908,7.5191,13.1936,3.7856,2.7332,16.2276,4.0924,4.4548,2.2891,3.3900,13.6290,15.4420,-0.5408
2017/10/31,14.8424,4.2300,16.5296,9.8132,5.2257,3.0222,10.1250,13.2515,1.8284,12.2711,3.4665,1.6229,10.6899,8.7406,3.3440,2.7496,9.3743,8.4263,2.8937,5.3339,3.4531,11.7340,6.7231,15.8898,10.0109,7.0355,15.0517,7.0717,13.0963,3.7258,3.7049,15.1178,4.5622,3.8907,2.5448,3.2350,13.4068,16.1764,-0.2633
2017/11/30,14.4975,4.4315,15.4837,9.7155,4.7165,2.7505,9.4649,11.4531,1.4071,12.5135,3.7672,1.6737,10.2957,8.3864,3.2753,2.6930,7.8179,8.4312,3.0721,5.4048,3.5582,10.2401,5.7273,15.8444,10.2070,6.4761,14.8370,7.3170,13.4945,3.8187,3.7551,14.8828,4.6260,3.8404,2.5760,3.2101,13.4443,16.2176,-0.2654
2017/12/29,14.8659,4.1116,16.3326,9.5570,5.0005,2.7240,9.4551,10.1985,1.5471,12.0604,3.1035,1.5817,10.4476,8.5708,2.9631,2.6023,8.3483,7.7375,2.9438,6.0011,3.1702,10.5186,5.1787,16.3106,10.7567,6.4705,15.0760,7.5437,12.8851,3.8482,3.8204,15.9223,5.1728,3.6786,2.6014,3.0844,12.4990,16.0542,-0.2711
2018/01/31,14.2113,3.9467,15.1248,8.2747,4.2513,2.6757,8.0845,8.3754,1.4031,11.2363,3.4024,1.4335,10.8777,5.9706,2.7032,2.5532,7.1117,6.8762,3.2190,5.5805,2.9926,9.2351,4.8335,14.8350,10.1983,6.0310,13.8085,7.4549,10.6801,4.0321,3.8444,14.1916,4.5576,3.9146,2.3358,2.6098,10.0939,14.0385,-0.2628
2018/02/28,15.0210,3.7868,16.1402,9.1396,4.9977,2.9698,9.0557,9.8639,1.5255,11.4868,3.4613,1.4970,10.8777,7.2244,2.8482,3.1280,7.5294,7.4527,2.9151,6.3830,3.1448,10.0875,4.6200,15.5161,11.3907,6.6825,14.4033,8.3060,11.9771,3.9818,4.3311,15.7650,5.1638,4.2630,2.6307,2.5560,11.5515,15.0674,-0.2853
2018/03/30,16.0654,4.0986,17.4679,8.9599,5.3202,3.1285,9.6284,10.7134,0.9653,11.8574,3.2297,1.2470,13.3591,9.0835,3.3777,2.2128,9.6368,8.2733,3.2038,7.4728,3.5819,13.0336,5.0183,16.6038,12.7396,8.3742,15.4030,8.4363,13.2435,4.8755,4.5603,16.5842,7.6186,4.5113,2.6309,2.5294,12.5731,15.9892,-0.2511
2018/04/27,16.1208,4.2594,18.0788,8.7417,5.2053,4.4159,9.5496,12.8464,2.1685,12.6299,3.7361,1.4625,14.9110,10.2591,3.4852,2.3860,10.5916,8.9660,4.3316,7.0689,3.9893,12.9775,5.8830,17.4891,12.5725,9.2706,15.4030,8.4021,13.4421,5.2350,5.7924,18.5336,7.5868,4.7012,2.6275,2.5702,13.2326,16.4496,-0.1698
2018/05/31,17.7011,3.9368,18.4419,8.5681,5.4653,4.7598,10.0925,13.6688,2.2803,11.7184,3.1059,1.2336,14.9110,11.6475,3.3482,2.3499,10.4988,7.6457,4.0684,7.6962,3.3787,13.3011,6.2627,17.6867,14.0845,9.0855,15.9873,8.7125,14.4004,5.5666,5.7806,19.4512,8.2486,4.9629,2.8333,2.5726,13.9016,16.8350,-0.1903
2018/06/29,19.5342,3.8226,20.1807,9.3074,6.1481,4.2931,10.9857,13.8257,2.5166,12.1404,3.4735,1.2397,11.9629,12.2582,3.4382,2.7850,10.7372,7.9791,4.3901,8.5170,3.7577,13.6080,7.7492,19.5659,14.9831,9.6361,16.7671,8.7125,15.3207,5.8148,6.3043,20.9498,9.2845,5.9039,2.9325,2.7020,15.1114,17.5812,-0.2144
2018/07/31,18.3625,3.5188,19.3620,8.9356,6.0424,4.1460,10.2311,13.9055,2.3766,13.3247,3.7826,1.3637,11.2901,12.0064,3.4620,2.7236,9.3299,8.9192,4.4574,8.5170,3.9652,14.7549,8.8891,18.2362,12.6127,9.1637,16.7380,8.8427,14.4259,5.4105,6.0542,19.7217,8.9903,5.4184,2.9249,2.4781,14.1198,17.5326,-0.2057
2018/08/31,18.2648,3.9547,19.9559,10.5609,6.5163,6.3857,10.6579,14.9883,3.0046,15.2493,4.5384,1.4958,11.6702,13.9400,4.0918,2.8417,11.5271,10.6895,5.2778,8.9460,4.1494,14.5470,7.6449,19.0676,13.1256,10.0457,17.3624,9.7953,15.1853,5.6573,5.9174,21.4973,7.5426,5.6789,3.6131,3.0356,14.6546,18.1816,0.4374
2018/09/28,17.7660,3.6929,18.7913,10.1456,6.2391,6.4719,9.8245,15.0808,3.0262,13.3569,4.2003,1.5582,13.5470,13.5912,3.6949,2.7132,11.6336,9.6348,5.2488,8.5566,3.9102,13.1915,7.2884,18.0276,12.4782,9.2362,16.7083,9.0515,14.3169,5.2192,5.7661,21.1449,7.3559,5.3832,3.1679,2.8276,13.9260,17.3508,0.4250
2018/10/31,17.4597,4.5200,18.9345,12.3363,5.4451,8.7270,10.8404,15.3579,3.3499,16.3593,4.8646,1.7030,19.2497,15.0130,4.9623,1.8517,15.8432,12.1306,5.8945,6.4866,4.5595,13.7538,6.1242,18.2785,13.3558,9.8221,16.5116,9.6679,14.8754,5.5251,4.1807,22.0478,6.6755,5.5263,4.6171,3.9087,14.3321,17.5870,0.1962
2018/11/30,17.8998,4.4704,19.8347,13.1935,5.5387,8.5532,10.9771,14.7717,3.4387,17.8471,4.4383,1.6024,18.8764,13.7472,4.8209,1.8004,16.3015,11.1690,5.8078,6.4729,4.2249,14.6922,5.6151,18.4849,13.3680,9.8438,16.9350,9.9507,15.7127,5.9246,4.2369,20.5576,6.6159,5.3681,5.0418,3.8004,15.4097,18.1229,0.1929
2018/12/28,19.5619,4.4123,21.1154,15.4142,5.8362,8.2311,12.4364,16.4092,3.5118,16.6292,5.3099,1.9883,19.4766,13.7742,4.6165,1.6099,17.7100,11.0779,7.3278,6.9436,4.4004,15.3467,6.0120,19.7222,13.5156,11.1405,17.1105,10.2211,15.8315,6.5415,4.4842,20.8100,6.8609,5.1955,5.3215,3.4854,16.0871,18.1229,0.1925
2019/01/31,17.8665,4.5429,20.3347,13.5850,5.1171,7.5236,10.7291,15.0205,3.4193,16.6729,5.3190,1.7743,16.6713,12.8455,3.9498,1.5873,15.9701,9.5893,8.4482,6.0619,4.1638,13.8995,5.5946,17.9664,14.5604,9.9235,15.8512,10.6795,14.7966,6.0342,4.0172,19.3819,5.8070,5.4875,5.2415,3.8499,14.4943,17.7781,0.1902
2019/02/28,16.3294,3.9114,18.5286,12.9520,3.9744,6.6040,9.8739,14.6453,2.8237,15.6603,4.2933,1.5324,11.6150,11.0865,3.6076,1.4939,14.6276,9.3100,5.7553,4.8075,3.9257,13.4846,4.6489,16.4977,12.8872,8.9270,15.4797,9.7073,14.5650,5.4666,3.2217,19.2874,4.8304,4.9538,4.9001,3.2887,14.2722,17.0374,0.1570
2019/03/29,17.0693,3.7002,19.0838,11.5532,3.2893,5.0014,9.4475,13.5860,4.4127,17.0119,3.9565,1.4035,10.4262,11.3034,3.5263,1.3618,15.1418,8.9672,5.6494,3.5761,3.6465,13.8554,5.2084,16.2163,12.7641,8.5463,15.8766,9.8275,15.0476,5.9759,1.4911,19.3837,4.9597,4.9772,5.2058,2.9940,14.7116,17.3537,0.1401
2019/04/30,16.7018,3.5363,18.2625,10.7954,4.0961,7.8709,9.6231,16.6059,4.8240,14.1710,4.0666,1.4723,8.1895,13.3059,3.3195,1.5077,15.0858,9.1108,4.6616,4.8994,3.5060,13.9694,5.6028,15.2991,13.9859,8.9474,16.1933,11.2861,14.6009,6.1614,2.8576,22.0411,3.5912,5.4433,5.4009,3.4751,13.9497,17.0316,0.0632
2019/05/31,17.9624,3.6125,19.1293,11.2924,4.6882,7.9887,9.6906,18.4222,5.4259,16.2005,4.7832,1.5575,9.7374,14.1098,3.6328,1.4146,15.2384,9.8442,5.6791,5.6607,3.6214,14.9569,6.7220,17.3454,16.1284,9.7515,17.0084,12.3567,15.1214,6.4765,3.3149,24.0841,3.9324,5.9457,5.5973,3.4796,14.8690,17.0755,0.0699
2019/06/28,17.1165,2.9812,18.4063,11.2098,3.9636,7.3719,9.2139,17.5559,5.2234,15.2158,4.6774,1.4668,8.6565,12.8361,3.2857,1.0682,14.5224,9.0528,5.3972,4.8269,3.2529,13.4965,5.9423,16.6625,15.2369,8.6939,16.5637,12.1862,14.4026,6.1057,3.0574,23.4977,2.9839,5.8134,5.8169,3.0377,13.9497,17.7146,0.0645
2019/07/31,16.8426,3.0173,19.2554,11.6352,4.0626,6.8289,9.0677,15.7629,5.4259,15.6201,4.4995,1.4462,8.4222,14.3175,3.4462,0.9807,15.2461,9.3002,5.3171,4.9419,3.4833,14.3185,6.3540,15.9309,15.6135,8.7452,17.4475,12.4927,15.0410,5.7751,2.9163,22.9392,3.2776,5.9683,6.1475,2.9756,14.0821,17.8579,0.0597
2019/08/30,18.1297,3.1718,20.1171,10.9405,3.9629,8.6256,10.0410,18.6258,5.6308,13.6429,4.3768,1.2795,7.4626,16.7807,2.9350,0.8329,15.7666,9.9318,4.2154,5.0142,3.8823,14.7672,6.8056,17.8069,16.6601,10.1126,18.9961,13.2203,15.9683,7.7395,4.0668,26.1075,3.5182,6.5203,6.6249,2.8204,15.2961,18.7685,0.2502
2019/09/30,17.2722,3.3416,19.8979,10.8533,3.9347,8.1363,9.9052,17.4675,5.4822,14.3887,4.7890,1.2696,7.5573,16.6003,2.9146,0.9801,15.0382,10.3278,3.2394,5.0947,3.9000,14.6964,6.7120,17.4412,16.5504,10.1451,18.8567,13.0823,15.5640,8.3898,4.2695,26.2998,3.4942,6.4847,6.5500,3.0225,15.0991,18.8159,0.2760
2019/10/31,16.8072,3.6172,19.7882,9.9409,4.9620,9.3893,10.1659,17.5727,5.8491,13.8705,4.8067,1.2045,7.1598,16.0048,2.9461,1.1702,15.0952,12.9618,2.2406,6.0140,3.9842,14.9194,6.7833,16.8795,17.3249,10.7217,18.5347,14.8088,14.7786,9.2131,5.2764,27.9921,4.4549,6.7628,5.8192,3.1015,14.7128,18.4472,0.2298
2019/11/29,17.6539,3.6711,19.7240,9.7616,5.0292,8.7278,10.0164,17.5484,6.2895,14.0196,4.8660,1.2743,6.7457,16.3294,3.0792,1.2360,13.8955,12.1564,2.0479,6.1715,3.9719,15.9857,6.6629,16.7276,16.8053,11.2987,18.8710,15.0971,15.0849,9.2830,5.3793,28.7081,4.5809,6.9860,6.1211,3.3439,15.1065,18.8029,0.2306
2019/12/31,16.9974,3.5023,19.2864,9.5323,4.2559,7.4122,9.6033,15.6483,6.0973,13.6669,4.6007,1.2507,5.8138,15.8935,2.9386,1.1401,11.6134,10.2941,1.8549,5.4849,3.7349,15.0747,5.8103,15.9588,16.0264,11.0554,18.4688,14.3601,14.8540,8.4023,5.0615,26.1029,3.8276,6.8196,5.8691,3.1503,14.8349,18.4972,0.2332
2020/01/23,18.5249,3.9984,20.0160,9.8604,4.5052,7.8807,9.8041,16.5159,6.3563,14.4165,4.6745,1.2440,6.2909,17.2782,3.3021,1.1454,13.2586,10.8096,1.5096,5.8280,3.7714,15.9209,6.8244,16.9975,17.2513,11.3163,19.0090,15.3415,15.2695,8.8416,5.4710,26.8187,4.1045,7.2030,6.0668,3.4174,15.3882,18.9071,0.2424
2020/02/28,19.3786,4.1974,21.2757,10.5892,4.6015,7.2477,10.5524,15.6386,6.5552,14.6761,4.5528,1.3017,6.9422,19.3363,3.2889,1.0964,11.6007,11.7941,1.3816,5.9674,3.9971,17.1946,7.5471,18.2755,17.1061,11.5690,19.9961,15.8843,16.4796,9.9700,5.9931,27.3181,4.1908,7.6081,6.7489,3.5697,16.5009,19.2266,0.2771
2020/03/31,20.7150,4.4896,21.9698,13.4469,4.4155,7.3021,11.4757,17.0269,6.9552,15.9003,4.4451,1.3086,8.1793,21.8355,3.1291,1.0830,11.7647,13.9399,1.7784,7.1374,3.8894,15.9563,8.6485,19.8607,16.9482,12.9990,20.3713,19.1981,17.0723,11.0875,7.9267,27.8365,5.7914,7.3427,7.9250,4.1700,16.9849,19.7069,0.2902
2020/04/17,20.6135,4.0315,21.6663,13.0636,4.1851,6.4382,11.2731,19.8935,6.8631,15.8969,4.1053,1.2467,7.6472,21.3152,2.8356,1.2622,11.1362,13.5449,1.5826,7.0118,3.8777,16.1653,7.3209,19.6752,16.8625,12.4191,20.2536,17.6859,17.0723,10.6788,7.4409,27.8435,5.4978,7.5855,8.0469,3.4468,16.9581,19.1564,0.2882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
