日期,浦发银行,上海机场,Fetching...,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,Fetching...,中国建筑,华泰证券,Fetching...,中国石油,中国国旅,建设银行,Fetching...,Fetching...
2015/09/30,93.7226,19.3865,93.2967,46.3791,82.8821,59.5591,93.6238,77.4653,56.9460,59.7313,45.3520,9.3099,68.6629,86.5889,11.9937,58.0131,32.1333,55.3033,29.6446,82.2976,51.5762,35.7350,70.3523,94.3146,82.8898,91.2679,93.0948,82.7026,92.8018,85.6459,86.7914,77.8913,86.5984,64.5754,44.5330,28.6122,92.7963,92.2254,70.4758
2015/10/30,93.7043,17.8658,93.2967,44.0677,78.8323,59.5591,93.2986,77.8002,58.4706,56.3653,46.7290,9.8631,68.8342,86.8208,20.1655,55.5602,30.6611,55.3033,28.4677,80.6531,51.5762,34.6102,69.0724,94.2179,82.8898,91.3261,93.0948,82.7026,92.8018,85.6459,86.9812,78.3665,86.5984,64.5754,44.7346,27.7832,92.4984,92.1482,70.4758
2015/11/30,93.7043,17.8658,93.1258,44.0677,78.8323,60.7009,93.2986,77.8002,58.4706,56.3653,46.7290,9.8631,68.8342,86.8208,20.1655,55.5602,30.6611,55.4615,28.4677,80.6531,50.5618,34.6102,69.0724,94.2179,81.7921,91.3261,92.7555,81.3121,92.3517,85.7774,86.9812,78.3665,83.6152,64.9410,44.7346,27.7832,92.4984,92.1482,70.8655
2015/12/31,93.7043,17.8658,93.1258,44.0677,78.8323,60.7009,93.2986,77.8002,58.4706,56.3653,46.7290,9.8631,68.8342,86.8208,20.1655,55.5602,30.6611,55.4615,28.4677,80.6531,50.5618,34.6102,69.0724,94.2179,81.7921,91.3261,92.7555,81.3121,92.3517,85.7774,86.9812,78.3665,83.6152,64.9410,44.7346,27.7832,92.4984,92.1482,70.8655
2016/01/29,93.7043,17.8658,93.1258,44.0677,78.8323,60.7009,93.2986,77.8002,58.4706,56.3653,46.7290,9.8631,68.8342,86.8208,20.1655,55.5602,30.6611,55.4615,28.4677,80.6531,50.5618,34.6102,69.0724,94.2179,81.7921,91.3261,92.7555,81.3121,92.3517,85.7774,86.9812,78.3665,83.6152,64.9410,44.7346,27.7832,92.4984,92.1482,70.8655
2016/02/29,93.7043,17.8658,93.1258,44.0677,78.8323,60.7009,93.2986,77.8002,58.4706,56.3653,46.7290,9.8631,68.8342,86.8208,20.1655,55.5602,30.6611,55.4615,28.4677,80.6531,50.5618,34.6102,69.0724,94.2179,81.7921,91.3261,92.7555,81.3121,92.3517,85.7774,86.9812,78.3665,83.6152,64.9410,44.7346,27.7832,92.4984,92.1482,70.8655
2016/03/31,93.7043,19.2739,93.1474,45.5611,76.9948,60.7009,93.3925,77.8002,61.9634,56.3653,45.8934,9.8631,68.9919,84.8004,23.2526,54.6382,30.1280,55.4615,28.4677,79.7159,49.1662,35.3466,68.8376,94.2179,81.4941,91.3209,92.4799,80.4669,91.8931,85.3133,86.6760,78.3665,81.9872,63.5621,43.8498,27.7832,92.1247,91.9265,70.8655
2016/04/29,93.6840,17.5383,93.1474,43.0127,76.9948,60.8050,93.0035,76.4026,61.0193,58.7755,46.1873,9.4406,69.5353,83.1382,21.7765,55.1056,30.4087,56.0126,27.6418,78.9567,49.1662,35.3466,68.3555,93.9014,81.4941,91.2055,92.4787,80.4669,91.8103,85.3133,87.4846,77.7857,80.6980,63.6692,44.1700,24.1080,92.1247,91.7667,69.1022
2016/05/31,93.3368,17.5383,93.3735,43.0127,75.7398,60.8050,93.0035,76.4026,61.0193,57.1480,46.1873,9.4406,69.5353,83.1382,21.7765,55.1056,30.4087,56.0126,27.6418,78.9567,45.6608,34.3160,68.3555,93.9014,81.0219,91.2055,92.4787,80.1355,91.8103,85.7310,87.4846,77.1562,80.6980,63.6692,44.1700,24.1080,92.1112,91.7667,69.1022
2016/06/30,93.3368,17.5383,93.3735,43.0127,75.7398,60.8050,93.0035,76.4026,61.0193,57.1480,46.1873,9.4406,69.5353,83.1382,21.7765,55.1056,30.4087,56.0126,27.6418,78.9567,45.6608,34.3160,68.3555,93.9014,81.0219,91.2055,92.4787,80.1355,91.8103,85.7310,87.4846,77.1562,80.6980,63.6692,44.1700,24.1080,92.1112,91.7667,69.1022
2016/07/29,93.3368,17.5383,93.3735,43.0127,75.7398,60.8050,93.0035,76.4026,61.0193,57.1480,46.1873,9.4406,69.5353,83.1382,21.7765,55.1056,30.4087,56.0126,27.6418,78.9567,45.6608,34.3160,68.3555,93.9014,81.0219,91.2055,92.4787,80.1355,91.8103,85.7310,87.4846,77.1562,80.6980,63.6692,44.1700,24.1080,92.1112,91.7667,69.1022
2016/08/31,93.4788,19.2687,93.7591,43.4616,75.6203,60.8067,93.1521,74.8607,61.5477,57.8865,46.6931,9.6915,69.0627,84.6005,29.5075,54.3518,27.1759,70.4038,27.1457,78.6204,40.6273,34.4914,68.8664,94.1807,80.6735,91.1377,93.0182,80.4250,92.0602,86.8526,88.1517,78.2312,80.1983,65.2479,43.6797,25.3201,92.3788,91.9307,68.4318
2016/09/30,93.4788,19.2687,93.7591,43.4616,75.6203,60.8067,93.1521,74.8607,61.5477,57.8865,46.6931,9.6915,69.0627,84.6005,29.5075,54.3518,27.1759,70.4038,27.1457,78.6204,40.6273,34.4914,68.8664,94.1807,80.6735,91.1377,93.0182,80.4250,92.0602,86.8526,88.1517,78.2312,80.1983,65.2479,43.6797,25.3201,92.3788,91.9307,68.4318
2016/10/31,93.4474,16.3241,94.0442,42.4333,74.0059,59.7177,92.8570,74.5839,61.2090,58.1410,46.4739,10.6435,67.4386,84.9899,32.2052,54.5923,26.5704,70.3948,27.1245,77.1981,42.8728,33.8896,67.4227,94.0172,80.6218,90.9259,92.3518,80.1097,91.7366,86.6377,88.3277,78.6445,78.5573,65.5443,43.2829,26.3027,92.3347,91.7967,68.4150
2016/11/30,93.4474,16.3241,94.0442,42.4333,74.0059,59.7177,92.8570,74.5839,61.2090,58.1410,46.4739,10.6435,67.4386,84.9899,32.2052,54.5923,26.5704,70.3948,27.1245,77.1981,42.8728,33.8896,67.4227,94.0172,80.6218,90.9259,92.3518,80.1097,91.7366,86.6377,88.3277,78.6445,78.5573,65.5443,43.2829,26.3027,92.3347,91.7967,68.4150
2016/12/30,93.4474,16.3241,94.0442,42.4333,74.0059,59.7177,92.8570,74.5839,61.2090,58.1410,46.4739,10.6435,67.4386,84.9899,32.2052,54.5923,26.5704,70.3948,27.1245,77.1981,42.8728,33.8896,67.4227,94.0172,80.6218,90.9259,92.3518,80.1097,91.7366,86.6377,88.3277,78.6445,78.5573,65.5443,43.2829,26.3027,92.3347,91.7967,68.4150
2017/01/26,93.4474,16.3241,94.0442,42.4333,74.0059,59.7177,92.8570,74.5839,61.2090,58.1410,46.4739,10.6435,67.4386,84.9899,32.2052,54.5923,26.5704,70.3948,27.1245,77.1981,42.8728,33.8896,67.4227,94.0172,80.6218,90.9259,92.3518,80.1097,91.7366,86.6377,88.3277,78.6445,78.5573,65.5443,43.2829,26.3027,92.3347,91.7967,68.4150
2017/02/28,93.4474,16.3241,94.0442,42.4333,74.0059,59.7177,92.8570,74.5839,61.2090,58.1410,46.4739,10.6435,67.4386,84.9899,32.2052,54.5923,26.5704,70.3948,27.1245,77.1981,42.8728,33.8896,67.4227,94.0172,80.6218,90.9259,92.3518,80.1097,91.7366,86.6377,88.3277,78.6445,78.5573,65.5443,43.2829,26.3027,92.3347,91.7967,68.4150
2017/03/31,93.4474,16.0316,94.0293,44.4468,75.5977,59.7177,93.2120,74.5839,62.5744,58.1410,42.3084,10.1581,67.4386,84.7814,32.2052,42.3609,26.6772,70.3948,27.1245,78.2553,40.8188,33.5442,65.8795,94.0172,80.4152,91.2772,92.4742,80.2310,91.7921,86.7969,88.5927,78.6445,78.6623,63.4050,42.7177,26.3027,92.4171,91.7967,68.4150
2017/04/28,93.4585,15.2116,93.8431,42.2816,75.5977,59.9463,92.9704,74.7644,61.4739,60.1955,45.1370,10.5702,58.9225,83.9527,30.6986,43.6577,25.7128,70.3948,25.1957,77.7213,40.8188,33.5442,61.7205,94.0172,80.4152,91.0186,92.4742,80.2310,91.7921,86.7969,88.8357,78.1270,77.0081,60.0522,41.9959,26.3027,92.3918,91.8062,69.3024
2017/05/31,93.4585,15.2116,93.8431,42.2816,76.1635,59.9463,92.9704,76.4143,61.4739,58.2202,45.1370,10.5702,58.9225,83.9527,30.6986,43.6577,25.7128,69.6618,25.1957,77.7213,41.3563,32.9814,61.7205,93.6309,80.4670,91.0186,92.5329,79.3209,91.7889,87.5366,88.8357,78.1270,77.0081,60.0522,41.9959,22.1610,92.3918,91.9195,69.3024
2017/06/30,93.4585,15.2116,93.8431,42.2816,76.1635,59.9463,92.9704,76.4143,61.4739,58.2202,45.1370,10.5702,58.9225,83.9527,30.6986,43.6577,25.7128,69.6618,25.1957,77.7213,41.3563,32.9814,61.7205,93.6309,80.4670,91.0186,92.5329,79.3209,91.7889,87.5366,88.8357,78.1270,77.0081,60.0522,41.9959,22.1610,92.3918,91.9195,69.3024
2017/07/31,93.4585,15.2116,93.8431,42.2816,76.1635,59.9463,92.9704,76.4143,61.4739,58.2202,45.1370,10.5702,58.9225,83.9527,34.3234,43.6577,25.7128,69.6618,25.1957,77.7213,41.3563,32.9814,61.7205,93.6309,80.4670,91.0186,92.5329,79.3209,91.7889,87.5366,88.8357,78.1270,77.0081,60.0522,41.9959,22.1610,92.3918,91.9195,69.3024
2017/08/31,93.3703,18.7415,93.5060,43.1392,75.7318,57.9295,93.1960,78.8283,61.0230,61.3402,45.7290,9.8858,58.5147,82.8633,34.3234,60.2154,25.4475,69.5678,24.7089,76.7952,48.3993,41.9270,61.0963,93.7577,80.9514,91.0901,92.7397,79.0522,92.0411,87.9893,89.1230,79.2458,76.7910,62.8697,42.3252,29.0378,92.4184,92.1349,69.0915
2017/09/29,93.3703,18.7415,93.5060,43.1392,75.7318,57.9295,93.1960,78.8283,61.0230,61.3402,45.7290,9.8858,58.5147,82.8633,34.3234,60.2154,25.4475,69.5678,24.7089,76.7952,48.3993,41.9270,61.0963,93.7577,80.9514,91.0901,92.7397,79.0522,92.0411,87.9893,89.1230,79.2458,76.7910,62.8697,42.3252,29.0378,92.4184,92.1349,69.0915
2017/10/31,93.0292,7.8590,93.3256,42.7473,76.1761,56.5169,92.8575,79.9390,60.2352,60.4795,48.2566,9.3807,57.4727,81.6361,30.8336,59.5412,26.3523,69.5370,22.7714,75.7884,48.3758,34.4309,60.5369,93.5384,80.8218,90.9388,92.5748,79.1814,91.8449,88.1301,88.5983,79.3816,76.6173,63.3502,43.5880,30.2775,92.2525,91.9589,59.9287
2017/11/30,93.0292,7.8590,93.3256,42.7473,76.1761,56.5169,92.8575,79.9390,60.2352,60.4795,48.2566,9.3807,57.4727,81.6361,30.8336,59.5412,26.3523,69.5370,22.7714,75.7884,48.3758,34.4309,60.5369,93.5384,80.8218,90.9388,92.5748,79.1814,91.8449,88.1301,88.5983,79.3816,76.6173,63.3502,43.5880,30.2775,92.2525,91.9589,59.9287
2017/12/29,93.0292,7.8590,93.3256,42.7473,76.1761,56.5169,92.8575,79.9390,60.2352,60.4795,48.2566,9.3807,57.4727,81.6361,30.8336,59.5412,26.3523,69.5370,22.7714,75.7884,48.3758,34.4309,60.5369,93.5384,80.8218,90.9388,92.5748,79.1814,91.8449,88.1301,88.5983,79.3816,76.6173,63.3502,43.5880,30.2775,92.2525,91.9589,59.9287
2018/01/31,93.0292,7.8590,93.3256,42.7473,76.1761,56.5169,92.8575,79.9390,60.2352,60.4795,48.2566,9.3807,57.4727,81.6361,30.8336,59.5412,26.3523,69.5370,22.7714,75.7884,48.3758,34.4309,60.5369,93.5384,80.8218,90.9388,92.5748,79.1814,91.8449,88.1301,88.5983,79.3816,76.6173,63.3502,43.5880,30.2775,92.2525,91.9589,59.9287
2018/02/28,93.0292,7.8590,93.3256,42.7473,76.1761,56.5169,92.8575,79.9390,60.2352,60.4795,48.2566,9.3807,57.4727,81.6361,30.8336,59.5412,26.3523,69.5370,22.7714,75.7884,48.3758,34.4309,60.5369,93.5384,80.8218,90.9388,92.5748,79.1814,91.8449,88.1301,88.5983,79.3816,76.6173,63.3502,43.5880,30.2775,92.2525,91.9589,59.9287
2018/03/30,93.0292,7.5021,93.3954,46.4702,75.5197,56.5169,92.3242,79.9390,46.4768,62.3921,52.0075,9.3807,53.2809,81.1016,28.6683,59.2336,24.7076,69.5370,22.7714,75.7448,48.3758,33.9427,59.7265,93.5384,78.2636,90.9455,92.5177,79.8930,91.7926,87.9512,88.7731,79.3816,76.7775,62.1854,42.5504,30.2775,91.8830,91.9009,59.9287
2018/04/27,93.0292,6.4049,93.3954,44.2098,75.5197,55.7063,92.3242,78.4473,45.8900,62.3921,52.0075,10.0899,53.6637,81.1016,28.6683,58.3237,22.0923,68.3858,22.7252,77.1897,44.2418,33.9427,58.4040,93.1341,78.2636,90.8202,92.5177,79.8930,91.7926,87.9512,88.6201,77.9669,77.4405,61.5141,42.5504,30.2775,91.8874,91.9009,58.4316
2018/05/31,92.9103,6.4049,93.4055,44.2098,76.4792,55.7063,92.0111,78.4473,45.8900,61.7423,51.5320,10.0899,53.6637,81.3211,21.7665,58.3237,22.0923,68.3858,22.7252,77.1897,44.2418,32.0979,58.4040,93.1341,77.5058,90.8202,92.7861,79.0238,91.7531,88.1478,88.6201,77.6107,77.4405,61.5141,41.9534,29.5013,91.8874,92.1444,58.4316
2018/06/29,92.9103,6.4049,93.4055,44.2098,76.4792,55.7063,92.0111,78.4473,45.8900,61.7423,51.5320,10.0899,53.6637,81.3211,21.7665,58.3237,22.0923,68.3858,22.7252,77.1897,44.2418,32.0979,58.4040,93.1341,77.5058,90.8202,92.7861,79.0238,91.7531,88.1478,88.6201,77.6107,77.4405,61.5141,41.9534,29.5013,91.8874,92.1444,58.4316
2018/07/31,92.9103,6.4049,93.4055,44.2098,76.4792,55.7063,92.0111,78.4473,45.8900,61.7423,51.5320,10.0899,49.2173,81.3211,21.7665,58.3237,22.0923,68.3858,22.7252,77.1897,44.2418,32.0979,58.4040,93.1341,77.5058,90.8202,92.7861,79.0238,91.7531,88.1478,88.6201,77.6107,77.4405,61.5141,41.9534,29.5013,91.8874,92.1444,58.4316
2018/08/31,92.6553,10.4359,93.2712,46.9914,76.6687,56.9898,92.2897,79.3165,43.5079,63.9077,53.9686,11.8761,49.2173,82.0980,25.7171,58.5070,20.4134,67.8614,23.3481,77.5003,45.7469,34.7660,59.8259,93.2800,77.7604,90.7305,92.8126,78.5610,91.9709,88.8693,89.2376,78.7850,76.8852,62.2924,41.8566,30.8352,91.8239,92.0637,58.7565
2018/09/28,92.6553,10.4359,93.2712,46.9914,76.6687,56.9898,92.2897,79.3165,43.5079,63.9077,53.9686,11.8761,49.2173,82.0980,25.7171,58.5070,20.4134,67.8614,23.3481,77.5003,45.7469,34.7660,59.8259,93.2800,77.7604,90.7305,92.8126,78.5610,91.9709,88.8693,89.2376,78.7850,76.8852,62.2924,41.8566,30.8352,91.8239,92.0637,58.7565
2018/10/31,92.4122,7.4803,92.9189,48.1149,74.5398,55.0981,91.8741,79.8714,42.7171,61.9722,51.7993,10.3575,48.2046,84.4281,27.8568,54.1149,22.7494,69.2979,27.8617,76.5967,41.3542,33.0563,59.1065,92.9567,77.7239,90.5883,92.6627,78.6509,91.9113,88.5793,89.2450,78.6339,71.7718,63.3622,43.0152,30.3866,91.6980,91.9282,59.4336
2018/11/30,92.4122,7.4803,92.9189,48.1149,74.5398,55.0981,91.8741,79.8714,42.7171,61.9722,51.7993,10.3575,48.2046,84.4281,27.8568,54.1149,22.7494,69.2979,27.8617,76.5967,41.3542,33.0563,59.1065,92.9567,77.7239,90.5883,92.6627,78.6509,91.9113,88.5793,89.2450,78.6339,71.7718,63.3622,43.0152,30.3866,91.6980,91.9282,59.4336
2018/12/28,92.4122,7.4803,92.9189,48.1149,74.5398,55.0981,91.8741,79.8714,42.7171,61.9722,51.7993,10.3575,48.2046,84.4281,27.8568,54.1149,22.7494,69.2979,27.8617,76.5967,41.3542,33.0563,59.1065,92.9567,77.7239,90.5883,92.6627,78.6509,91.9113,88.5793,89.2450,78.6339,71.7718,63.3622,43.0152,30.3866,91.6980,91.9282,59.4336
2019/01/31,92.4122,7.4803,92.9189,48.1149,74.5398,55.0981,91.8741,79.8714,42.7171,61.9722,51.7993,10.3575,48.2046,84.4281,27.8568,54.1149,22.7494,69.2979,27.8617,76.5967,41.3542,33.0563,59.1065,92.9567,77.7239,90.5883,92.6627,78.6509,91.9113,88.5793,89.2450,78.6339,71.7718,63.3622,43.0152,30.3866,91.6980,91.9282,59.4336
2019/02/28,92.4122,7.4803,92.9189,48.1149,74.5398,55.0981,91.8741,79.8714,42.7171,61.9722,51.7993,11.4640,48.2046,84.4281,27.8568,54.1149,22.7494,69.2979,27.8617,76.5967,41.1059,33.0563,59.1065,92.9567,77.7239,90.5883,92.6627,78.6509,91.9113,88.5793,89.2450,78.6339,71.7718,63.3622,43.0152,30.3866,91.6980,91.9282,59.4336
2019/03/29,92.3941,7.4178,92.9189,46.1374,75.9878,55.0981,91.9415,79.8714,41.4983,61.9722,52.3854,11.4640,48.2046,84.4281,26.5493,47.9886,22.1532,69.2979,27.8617,77.3441,41.1059,31.1268,58.7401,92.9567,77.7239,90.4291,92.6627,78.6509,91.5346,88.4691,90.0661,78.6339,71.7718,58.1329,41.9976,30.3866,91.4239,91.9282,59.4336
2019/04/30,92.4334,6.6315,92.7696,51.3581,75.9871,52.5491,91.5660,78.9436,43.7103,62.3485,52.6737,11.5856,53.9145,87.2739,19.1172,49.4000,19.4822,67.7869,30.4018,77.9445,49.6044,26.7458,65.4333,92.7150,77.6579,90.0934,92.5823,76.5460,91.6949,88.2982,89.0481,77.0478,75.7608,59.5394,45.8444,26.5989,91.4471,91.5914,51.0394
2019/05/31,92.4334,6.6315,92.7696,51.3581,75.9871,52.5491,91.5660,78.9436,43.7103,62.3485,52.6737,11.5856,53.9145,87.2739,19.1172,49.4000,19.4822,67.7869,30.4018,77.9445,49.6044,26.7458,65.4333,92.7150,77.6579,90.0934,92.5823,76.5460,91.6949,88.2982,89.0481,77.0478,75.7608,59.5394,45.8444,26.5989,91.4471,91.5914,51.0394
2019/06/28,92.4334,6.6315,92.7696,51.3581,75.9871,52.5491,91.5660,78.9436,43.7103,62.3485,52.6737,11.5856,53.9145,87.2739,19.1172,49.4000,19.4822,67.7869,30.4018,77.9445,49.6044,26.7458,65.4333,92.7150,77.6579,90.0934,92.5823,76.5460,91.6949,88.2982,89.0481,77.0478,75.7608,59.5394,45.8444,26.5989,91.4471,91.5914,51.0394
2019/07/31,92.4334,6.6315,92.7696,51.3581,75.9871,52.5491,91.5660,78.9436,43.7103,62.3485,52.6737,11.5856,53.9145,87.2739,27.5644,49.4000,19.4822,67.7869,30.4018,77.9445,49.6044,26.7458,65.4333,92.7150,77.6579,90.0934,92.5823,76.5460,91.6949,88.2982,89.0481,77.0478,75.7608,59.5394,45.8444,26.5989,91.4471,91.5914,51.0394
2019/08/30,92.4973,9.8653,92.7696,52.4172,77.9334,53.3132,92.0203,79.2715,43.6126,63.3640,53.1584,10.5401,58.6180,88.1219,27.5644,49.9123,19.0045,67.9460,29.7111,77.9445,51.0315,28.6869,66.0178,92.5883,77.6579,89.8978,92.6795,76.5460,91.9011,88.6743,89.2643,76.5381,76.0244,62.0795,45.9349,26.5989,91.5022,91.5914,50.4873
2019/09/30,92.4973,9.8653,92.2930,52.4172,77.9334,53.3132,92.0203,79.2715,43.6126,63.3640,53.1584,10.5401,58.6180,88.1219,27.5644,49.9123,19.0045,67.9460,29.7111,77.9859,51.0315,28.6869,66.0178,92.5883,78.4427,89.8978,92.6795,77.2932,91.9011,88.6743,89.2643,76.5381,76.0244,62.0795,45.9349,23.5298,91.5022,91.4334,50.4873
2019/10/31,91.9424,13.8119,91.9812,52.2055,77.5520,50.7601,91.7485,79.6443,43.4781,63.3945,51.6959,10.3946,56.4984,84.9426,19.5191,58.7119,20.5257,66.9332,25.6435,78.0781,53.8931,26.0528,64.8073,92.2849,78.4282,89.7941,92.1189,77.2792,91.2227,88.2860,89.0789,76.0226,75.8936,62.2939,46.9534,23.6865,91.2187,91.2079,51.9954
2019/11/29,91.9424,13.8119,91.9812,52.2055,77.5520,50.7601,91.7485,79.6443,43.4781,63.3945,51.6959,10.3946,56.4984,84.9426,19.5191,58.7119,20.5257,66.9332,25.6435,78.0781,53.8931,26.0528,64.8073,92.2849,78.4282,89.7941,92.1189,77.2792,91.2227,88.2860,89.0789,76.0226,75.8936,62.2939,46.9534,23.6865,91.2187,91.2079,51.9954
2019/12/31,91.9424,13.8119,91.9812,52.2055,77.5520,50.7601,91.7485,79.6443,43.4781,63.3945,51.6959,10.3946,56.4984,84.9426,19.5191,58.7119,20.5257,66.9332,25.6435,78.0781,53.8931,26.0528,64.8073,92.2849,78.4282,89.7941,92.1189,77.2792,91.2227,88.2860,89.0789,76.0226,75.8936,62.2939,46.9534,23.6865,91.2187,91.2079,51.9954
2020/01/23,91.9424,13.8119,91.9812,52.2055,77.5520,50.7601,91.7485,79.6443,43.4781,63.3945,51.6959,10.3946,56.4984,84.9426,19.5191,58.7119,20.5257,66.9332,25.6435,78.0781,53.8931,26.0528,64.8073,92.2849,78.4282,89.7941,92.1189,77.2792,91.2227,88.2860,89.0789,76.0226,75.8936,62.2939,46.9534,23.6865,91.2187,91.2079,51.9954
2020/02/28,91.9424,13.8119,91.9812,52.2055,77.5520,50.7601,91.7485,79.6443,43.4781,63.3945,51.6959,10.3946,56.4984,84.9426,19.5191,58.7119,20.5257,66.9332,25.6435,78.0781,53.8931,26.0528,64.8073,92.2849,78.4282,89.6342,92.1189,77.2792,91.2227,88.2860,89.0789,76.0226,75.8936,62.2939,46.9534,23.6865,91.2187,91.2079,51.9954
2020/03/31,91.9424,12.7020,92.0556,50.0359,79.1026,50.7601,91.6720,79.6443,42.6660,63.3945,48.4966,9.5039,54.6471,84.9426,19.5191,58.7119,20.3923,66.9332,25.6435,77.8392,53.8931,25.5809,64.8073,92.2849,75.7665,89.6342,91.9146,76.7584,91.0593,88.0052,89.0161,76.0226,77.6487,58.5923,47.1468,23.6865,91.2128,91.3188,51.9954
2020/04/17,91.9424,12.7020,92.0556,50.0359,79.1026,50.7601,91.6720,77.7855,42.6660,64.5793,48.4966,9.5039,54.6471,84.9426,19.5191,55.6057,20.3923,66.9332,25.6435,77.8392,53.8931,25.5809,65.5479,92.2849,75.7665,89.6342,91.9146,76.7584,91.0593,88.0052,89.0161,76.0226,77.6487,58.5923,47.1468,23.6865,91.2128,91.3188,51.9954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
