日期,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,#NAME?,中国石油,中国国旅,建设银行,中国银行,中国重工
2015/09/30,6.4261,22.6444,6.7382,14.1954,8.3392,-148.8289,7.6702,6.4478,31.3490,6.4843,20.9852,49.7413,16.9605,13.5782,14.9341,43.4008,9.0405,11.0002,27.7668,9.7844,20.8836,10.6641,13.6164,5.6205,15.7388,10.3841,6.7999,22.5081,5.5638,12.9766,15.9318,7.0812,10.2979,44.5093,23.3692,31.1987,5.6537,6.4186,164.1965
2015/10/30,6.1903,23.8507,6.8578,27.5448,9.1751,-157.0191,7.7157,7.4489,44.1661,6.7968,23.7013,52.1805,22.7768,14.7652,16.7060,50.2543,10.5477,12.0443,30.0411,12.3448,21.6304,12.6479,16.9389,5.8122,17.7599,10.9581,7.1018,25.3267,5.8858,14.4211,19.4501,7.5389,13.0795,47.5635,38.3788,31.5652,5.9805,6.7187,181.4199
2015/11/30,7.0438,22.5721,6.8235,26.8877,10.1927,-57.8901,7.4015,8.2006,41.5602,7.3169,22.9591,49.1321,21.0664,15.1904,16.7411,50.5848,9.7518,14.4393,32.4608,12.6609,21.1804,12.3210,15.2905,5.9568,15.5892,11.0595,7.1501,22.8141,5.9421,14.0018,19.3179,7.5268,12.7593,38.7240,36.8437,30.5685,6.2970,7.1170,-507.9825
2015/12/31,6.9003,23.2982,7.6220,27.1615,11.1871,-59.3329,7.7415,9.0890,41.2930,8.1163,22.3763,48.7746,21.9647,18.1434,17.0442,57.8269,10.1557,14.4393,33.2872,13.1600,23.5928,12.5473,16.2568,6.4973,15.3054,11.7793,7.2061,22.2836,5.8906,15.2718,20.7864,7.6968,13.4769,37.6972,36.6244,36.2676,6.3079,6.9438,-474.6556
2016/01/29,6.2304,20.4096,6.7968,23.9853,8.8623,-43.3725,6.4505,7.5896,27.0609,7.1219,17.3275,43.6900,16.8211,14.8680,15.6740,45.9586,7.8157,14.4393,26.2267,8.7971,19.1557,11.2314,12.2589,5.4818,11.4563,9.8750,5.9864,16.2433,5.2733,12.3137,15.0079,6.2278,9.9642,29.1017,32.7207,27.9232,5.2493,5.5758,-312.5658
2016/02/29,6.8018,20.6833,6.6861,23.8211,8.7278,-44.0939,6.3694,7.9120,26.8605,7.0110,17.0989,44.6531,15.8613,14.7624,16.7880,69.5575,8.3680,10.8556,24.7460,9.0078,18.6531,16.7913,11.6336,5.3756,11.0476,9.4922,5.7850,14.8761,5.1832,12.4407,14.5968,6.2278,9.3149,27.3708,31.9312,25.2280,4.9437,5.4892,-294.3875
2016/03/31,6.9643,22.9049,7.2083,17.8936,10.8931,-51.3076,7.0332,8.0863,26.8042,7.6727,18.7471,46.8972,19.8134,14.9447,20.0660,63.7323,11.9080,12.2924,26.9533,10.3770,19.0777,17.3221,13.2509,5.8874,12.0380,10.7281,6.2176,15.0026,5.5172,13.4080,19.4356,6.9198,11.4571,23.6442,39.0651,27.7107,5.3148,5.8586,-363.0611
2016/04/29,6.9246,20.6026,7.3586,16.0628,10.0608,208.5941,7.6098,7.7527,33.3471,7.5271,17.4689,39.5609,22.0263,13.7727,19.6885,49.4925,12.3154,10.3402,27.6260,12.8134,19.6801,18.2092,11.8272,6.0082,11.2219,10.6609,5.9968,13.9403,5.4699,14.1134,22.1490,6.3426,12.5608,20.0927,86.3988,27.6065,5.1395,5.7462,-41.3793
2016/05/31,6.7399,20.9812,7.1415,15.9309,11.5435,196.6192,7.7169,7.3542,33.0169,7.3925,17.4417,38.9338,21.7257,13.5102,20.7286,48.0478,11.5994,11.3581,28.8314,13.5125,19.1405,18.4224,12.1225,6.0381,10.5281,10.8872,6.1640,13.2923,5.5983,16.4605,22.0775,6.1416,13.3328,20.6242,85.8166,27.7068,5.3256,5.7634,-40.3941
2016/06/30,6.3113,19.7243,7.0158,15.5680,11.1585,193.9152,7.5026,8.2392,31.4486,7.3925,17.2065,40.7915,23.6386,13.3352,22.8801,63.1602,11.0739,11.0229,28.3209,13.1459,20.7055,18.5809,11.7404,5.6803,10.3719,10.6609,6.2755,12.7790,5.7010,16.3097,21.2606,5.9514,13.6503,19.4974,84.1864,27.5814,5.1837,5.5061,-41.5764
2016/07/29,6.3640,21.1099,7.1965,15.7989,15.5383,201.2547,7.3568,8.6294,35.1630,8.4636,19.5496,44.4221,26.0981,14.0025,24.5440,74.3605,12.0640,13.5634,27.8189,17.6435,23.0282,19.3601,14.3455,5.7623,9.2889,10.7707,6.2644,12.5406,5.5213,16.1589,21.3831,6.3765,13.5998,19.1997,84.0699,28.2148,5.5220,5.7291,-43.5468
2016/08/31,6.6628,20.2134,7.2961,22.3957,16.2887,-690.8158,7.8372,9.4032,56.2188,7.9329,20.3199,41.9656,22.5393,13.7517,23.7344,54.3508,14.6363,12.8138,27.1606,18.3131,19.7240,20.9438,15.5087,5.8988,9.6753,10.3688,6.4417,13.1944,5.8008,19.7959,44.8537,6.7536,21.3110,21.3238,128.0484,28.5478,5.7370,5.9001,-59.9087
2016/09/30,6.6669,19.6382,7.2569,21.7686,15.5369,-714.3218,7.5721,9.2113,54.5112,7.8503,20.4505,42.6530,22.6938,14.5670,22.7948,49.7283,14.4816,12.3980,27.8803,18.3940,18.8577,21.2230,15.0514,5.8621,9.3135,10.3506,6.1418,12.4870,5.6728,20.7183,44.4798,6.5109,18.7332,20.5222,122.6140,27.5693,5.6390,5.7301,-55.1908
2016/10/31,6.4986,19.2663,7.1575,17.0744,17.1217,162.9106,7.3434,8.3539,85.6358,8.2561,20.0311,42.8371,16.8831,14.5422,24.1421,72.4724,12.2323,12.9683,28.4664,16.8111,20.2632,19.8826,12.5420,5.8666,10.2435,10.1334,6.2231,14.1321,5.6761,23.0620,42.8783,6.7770,21.4122,22.3535,198.1670,26.6869,5.7071,5.7318,-89.7940
2016/11/30,6.8541,19.4653,7.3909,17.4492,18.2968,180.0882,7.6271,9.0204,111.1763,8.8035,20.9268,43.5056,16.8750,13.6883,24.2279,67.8805,13.0220,13.9039,29.5189,17.3068,22.2794,19.9296,13.4742,6.0573,12.5110,10.6370,6.4888,16.4678,5.7914,23.7621,50.6565,10.3920,20.6821,28.7334,205.7265,26.3671,6.0435,5.9347,-99.2967
2016/12/30,6.4746,18.8470,7.0641,18.4376,16.5548,169.0059,7.2364,8.3357,122.0269,8.1759,20.3465,42.2417,17.4087,12.5201,25.3722,64.9795,12.1749,12.8384,31.3200,16.2638,19.8239,19.0468,12.2030,5.8055,11.8944,10.3735,6.3892,14.8883,5.6505,21.8429,47.3174,8.3627,18.6274,23.4328,214.6359,25.7095,5.9024,5.8163,-97.6440
2017/01/26,6.8154,19.5434,7.1964,20.5506,19.2599,191.7957,7.7186,8.8066,109.1732,9.3694,21.9116,44.4049,20.8133,12.7297,26.1520,65.8872,14.3069,13.1372,34.3608,23.2207,20.7363,20.2710,12.8471,6.1400,12.2226,10.6897,6.6660,14.8883,5.8939,22.8261,50.5190,8.4382,19.2636,25.2238,233.5347,25.6432,6.2388,6.0530,-105.3564
2017/02/28,6.7543,18.9398,7.0252,19.5963,19.3417,203.5042,7.8973,9.0459,117.3528,9.5246,22.6587,46.7816,16.2338,13.4212,26.9295,65.9762,14.7018,14.1768,35.1327,22.4195,20.3897,19.9414,13.3895,6.0249,13.1774,10.6077,6.8985,15.1907,6.0093,21.5047,50.4208,8.3533,18.9299,26.0310,222.1954,27.5321,6.4233,6.2221,-105.7696
2017/03/31,6.5182,20.5907,6.4669,14.9722,18.8326,200.7165,7.7876,9.1032,1027.6779,9.3768,24.2838,49.2622,16.7848,12.4087,29.3365,51.3992,12.8849,15.8271,37.4016,20.8775,20.3034,16.9542,17.6710,5.8307,12.6002,10.8432,6.8837,16.0889,6.1995,20.6088,37.3868,8.6836,19.2017,26.0169,182.3260,31.7751,6.4161,6.2559,-102.4643
2017/04/28,6.1301,22.3266,5.9405,12.3064,18.9729,62.6723,7.5729,8.9930,560.1399,9.9465,24.5153,46.3450,11.6878,15.5381,28.9331,47.9473,11.7910,15.8400,29.1215,20.0251,19.6055,17.0505,22.0912,6.0635,12.6487,10.7174,6.6517,16.0341,6.2507,20.8568,36.8817,9.1844,19.1629,27.7117,52.1294,29.7909,6.4023,6.4216,169.2435
2017/05/31,6.7274,24.6342,6.0613,13.3497,18.0688,61.5134,8.8753,8.8735,560.1399,10.8654,27.1695,51.6319,11.6442,14.2663,30.9945,37.8985,11.8633,16.6847,30.9055,20.6319,20.1984,14.0420,25.2471,6.2541,11.4472,12.7248,6.8245,15.8306,6.7001,23.1938,39.6341,9.2727,19.8167,27.7940,52.2631,28.9402,6.8198,6.6708,155.1296
2017/06/30,6.6279,24.3213,6.2047,12.6258,18.7063,72.4788,9.4652,9.1299,560.1399,11.2195,26.5778,52.4603,14.4180,14.2833,33.0175,38.4030,12.6420,17.7209,33.4710,20.0251,22.4669,14.6124,24.2282,6.3712,11.4187,14.0066,6.7805,15.4041,6.7001,25.8838,38.0815,9.4984,20.1774,27.7665,51.3942,32.1629,6.5843,6.6171,155.1296
2017/07/31,6.9999,24.4126,6.4915,13.0090,20.9182,75.8665,9.7547,9.6256,560.1399,10.8907,24.9998,53.0929,17.4386,13.1476,31.5397,42.3720,13.4985,16.5310,28.8703,21.9073,21.4679,12.6654,21.9669,6.7113,12.4059,14.6870,7.0447,15.7417,7.0319,26.1130,38.9566,10.0970,22.4319,27.6568,54.3349,30.8290,7.2160,7.0106,155.1296
2017/08/31,6.5548,24.3138,6.2921,13.4107,21.9802,48.8320,10.2048,9.3244,350.6559,10.5554,24.3795,53.5475,13.7339,12.1381,32.1905,44.6826,10.4634,13.9133,29.4712,22.5390,24.3811,10.3300,20.1480,6.5464,11.5099,15.7467,7.1311,13.6410,7.4825,27.8775,39.4445,9.4223,25.5948,28.0405,74.0447,29.2345,7.3928,7.1064,215.8616
2017/09/29,6.9322,23.6476,6.0075,13.1652,21.9320,47.7095,9.7470,9.4058,323.6153,10.7187,28.4872,59.2739,16.0668,11.6220,33.9267,43.0261,11.1274,14.9645,34.7585,21.7872,28.7513,11.1962,18.9526,6.4129,10.9557,15.2211,6.8493,13.3933,7.6094,26.9365,37.3826,8.7526,25.2268,27.4481,72.9491,33.6436,7.3716,6.9216,215.8616
2017/10/31,6.8153,24.8463,6.1824,12.9945,20.2744,34.2208,9.9421,9.5089,165.7110,10.9642,32.6112,63.3772,11.2765,11.2057,32.0328,37.6755,11.1897,15.2968,34.5569,21.2859,28.9307,10.0625,17.5240,6.3543,10.5515,16.2943,6.6895,14.2981,7.6699,27.3896,27.3721,9.2273,22.7262,31.0448,64.3038,35.8126,7.4940,6.6177,131.1248
2017/11/30,6.9774,23.7161,6.6001,13.1251,22.4633,37.6011,10.6354,11.0020,215.3257,10.7518,30.0082,61.4541,11.7083,11.6790,32.7051,38.4671,13.4173,15.2879,32.5502,21.0066,28.0766,11.5305,20.5708,6.3725,10.3488,17.7020,6.7863,13.8188,7.4436,26.7237,27.0059,9.3730,22.4127,31.4515,63.5263,36.0896,7.4731,6.6009,130.0690
2017/12/29,6.8044,25.5619,6.2570,13.3428,21.1874,37.9671,10.6465,12.3554,195.8350,11.1557,36.4257,65.0269,11.5380,11.4278,36.1513,39.8076,12.5648,16.6584,33.9683,18.9191,31.5127,11.2253,22.7498,6.1903,9.8199,17.7172,6.6787,13.4035,7.7956,26.5189,26.5439,8.7611,20.0437,32.8343,62.9042,37.5612,8.0383,6.6681,127.3241
2018/01/31,7.1270,26.6295,6.7567,15.4106,22.5084,38.6525,12.2019,13.0271,215.9445,11.9739,33.2251,71.7517,11.0818,16.4045,39.6265,40.5736,14.7496,18.7452,31.0651,18.4896,33.3825,12.7853,24.3748,6.7641,10.3576,19.0084,7.2917,13.5632,9.4051,25.3088,26.3783,9.8295,22.7495,30.8550,70.0577,39.8446,9.9537,7.6255,131.3360
2018/02/28,6.7428,25.5664,6.3316,13.9523,19.1464,34.8251,10.8932,11.0613,198.6194,11.7128,32.6603,68.7087,11.0818,13.5575,37.6093,33.1177,13.9314,17.2951,34.3027,16.1651,31.7673,11.7049,25.5012,6.4672,9.2734,17.1551,6.9906,12.1734,8.3866,25.6289,23.4144,8.8485,13.2400,28.3335,62.2044,40.6837,8.6977,7.1048,120.9896
2018/03/30,6.3044,25.5504,5.8522,15.3474,19.6910,33.0586,10.4582,10.1843,409.6562,11.5475,35.5284,82.4827,8.9474,11.0413,31.7128,47.4148,10.7526,15.5797,31.2123,15.3340,27.8906,9.2080,23.7723,6.0435,8.2709,13.4012,6.5355,10.4789,7.5879,20.9708,22.2679,8.4114,13.3117,26.7095,61.3469,41.1111,7.9978,6.7105,137.4894
2018/04/27,6.2828,24.5386,5.6545,15.7091,20.1255,23.6087,10.5445,9.9612,121.8794,10.8413,30.7130,70.4984,7.9795,9.7760,30.7344,44.8224,9.7328,14.5820,23.0849,16.1811,25.0873,9.2477,20.2432,5.7671,8.3808,12.1334,6.5355,10.5215,7.4758,19.5307,17.4844,7.6407,13.3229,25.4201,61.4272,40.4584,7.5999,6.5227,139.7646
2018/05/31,5.7238,26.5494,5.5281,16.0273,19.1046,21.9030,9.9637,9.3618,115.9029,11.8118,37.3468,83.5788,7.9795,8.5987,32.0254,45.5127,9.8189,17.1002,24.5781,14.8622,29.6218,9.1313,19.0158,5.7027,7.5014,12.3805,6.2974,10.2542,6.9786,18.3691,17.5201,7.2611,12.2539,24.0794,53.6084,44.4380,7.2341,6.3507,124.6920
2018/06/29,5.1867,27.3428,5.0518,14.7542,16.9830,24.2842,9.1536,9.2556,105.0170,11.4013,33.3935,83.1726,9.9459,8.1703,31.1867,38.4009,9.6009,16.3856,22.7768,13.4299,26.6338,8.9254,15.3682,5.1550,7.0514,11.6731,6.0045,10.2542,6.5594,17.5851,16.0648,6.7417,10.8867,20.2414,51.7946,42.3097,6.6550,6.0812,110.7155
2018/07/31,5.5177,29.7035,5.2654,15.3681,16.8937,25.1454,9.4649,8.7348,111.2070,10.3879,30.6652,75.6085,10.5360,8.3417,30.9727,39.2678,11.0491,14.6586,22.4331,14.2806,25.2401,8.2316,13.3975,5.5309,8.3766,12.2749,6.0150,10.1032,6.9662,18.8992,16.7283,7.1616,11.2430,22.0553,51.9289,46.1328,7.1224,6.0980,115.3743
2018/08/31,5.5469,26.3775,5.0909,12.6187,16.0396,16.2062,9.4316,8.8359,78.0357,9.0980,24.9812,68.5603,10.1928,7.1729,26.2109,37.0875,8.9114,12.3398,18.9463,12.9257,24.1836,8.4157,15.2874,5.2868,8.2052,11.0961,5.7951,9.1572,6.6061,18.0942,17.1447,6.6601,13.4231,20.9047,39.5508,39.2766,6.8542,5.8777,81.2928
2018/09/28,5.7027,28.2471,5.4064,13.1352,16.7522,15.9901,10.2317,8.7817,77.4793,10.3870,26.9916,65.8137,8.7807,7.3570,29.0265,38.8434,8.8298,13.6906,19.0511,13.5139,25.6626,9.2805,16.0350,5.5918,8.6310,12.0687,6.0219,9.9096,7.0068,19.6131,17.5947,6.7711,13.7639,22.0534,45.1096,42.1653,7.2129,6.1591,83.6548
2018/10/31,5.7993,23.1086,5.3539,10.5046,19.2154,11.8585,9.2614,8.8391,65.0833,8.4590,23.2557,59.6623,6.2720,6.7231,21.6634,57.4890,6.4810,10.9289,16.9639,17.8763,21.9610,8.9237,18.4662,5.5213,8.2189,11.3850,6.0948,9.3395,6.7408,18.5415,24.4357,6.5550,15.1830,21.1235,28.4005,31.4929,7.0065,6.0781,83.1466
2018/11/30,5.6567,23.3651,5.1110,9.8221,18.8906,12.0996,9.1461,9.1898,63.4022,7.7538,25.4897,63.4055,6.3961,7.3421,22.2989,59.1284,6.2989,11.8698,17.2172,17.9143,23.7001,8.3538,20.1405,5.4597,8.2114,11.3600,5.9424,9.0741,6.3816,17.2911,24.1116,7.0302,15.3198,21.7463,26.0082,32.3905,6.5166,5.8984,84.5423
2018/12/28,5.1761,23.6729,4.8009,8.4070,17.9276,12.5730,8.0729,8.2728,62.0813,8.3217,21.3055,51.1022,6.1990,7.3277,23.2859,66.1233,5.7979,11.9674,13.6459,16.6998,22.7553,7.9975,18.8109,5.1172,8.1218,10.0377,5.8815,8.8340,6.3337,15.6606,22.7820,6.9449,14.7726,22.4687,24.6411,35.3180,6.2422,5.8984,84.7417
2019/01/31,5.6327,22.9920,5.1763,11.1201,23.5528,13.7553,9.1444,8.1483,63.7624,8.2998,21.2689,57.2643,7.2421,7.8575,27.2164,67.0632,6.4295,13.8252,11.8361,22.2411,24.0482,8.8302,20.2143,5.6227,7.5390,11.2687,6.3487,8.4548,6.7767,16.9771,25.4301,7.4566,17.4536,21.2730,25.0171,33.8034,6.9281,6.0127,85.7387
2019/02/28,6.1629,26.0676,5.6808,11.6635,30.3245,15.6708,9.9364,8.3571,77.2114,8.8365,26.3504,65.1842,10.3948,9.1042,29.7980,71.2601,7.0196,14.2399,17.3741,28.0441,25.5216,9.1019,24.3262,6.1233,8.5178,12.5265,6.5011,9.3016,6.8844,18.7398,31.7094,7.4932,20.9826,23.5647,26.7601,39.5717,7.0359,6.2742,103.8834
2019/03/29,5.9214,28.3026,5.5155,11.0154,31.9766,20.6922,10.6189,9.0087,51.6491,8.1345,28.1869,71.1713,13.4729,8.9295,30.4736,78.5759,6.7863,14.7843,17.6998,30.9664,27.4753,8.8913,21.4616,6.2295,8.6000,13.1225,6.3386,9.1878,6.6689,17.1192,70.2463,7.4560,20.4355,23.1012,26.4516,43.4668,6.8233,6.1598,116.4451
2019/04/30,6.0506,29.5569,5.4753,11.6395,25.4773,13.0916,10.4519,8.3024,47.0159,9.2579,27.4755,67.4937,14.4020,7.5942,32.2678,72.1845,6.8035,14.4026,21.4514,22.1815,28.5697,8.7376,19.8396,6.6081,8.0005,12.3718,6.2309,9.0125,6.8822,16.6032,35.8170,6.6063,28.4855,20.9878,25.7409,35.6776,7.2164,6.2904,139.8570
2019/05/31,5.6260,28.9334,5.2272,11.1272,22.2594,12.8984,10.3791,7.4838,41.7997,8.0982,23.3589,63.8054,12.1126,7.1616,29.4850,76.9358,6.7354,13.3295,17.6079,19.1986,27.6594,8.1607,16.5363,5.8286,6.9377,11.3516,5.9323,8.2316,6.6453,15.7955,30.8759,6.0459,26.0140,19.2145,24.8377,35.6316,6.7703,6.2742,126.5373
2019/06/28,5.9040,35.0598,5.4325,11.2092,26.3287,13.9778,10.9161,7.8531,43.4210,8.6223,23.8876,67.7470,13.6251,7.8722,32.5991,101.8799,7.0674,14.4948,18.5277,22.5147,30.7931,9.0438,18.7059,6.0674,7.3436,12.7325,6.0915,8.3468,6.9770,16.7546,33.4765,6.1968,34.2831,19.6518,23.8998,40.8159,7.2164,6.0478,137.1437
2019/07/31,6.0000,34.6414,5.1929,10.7993,27.4056,15.0891,10.6698,7.4302,41.7997,8.3991,24.8318,68.7119,14.0040,7.0576,31.0171,110.9777,6.7320,14.1093,18.8070,20.6950,28.7562,8.5246,17.4940,6.3461,7.1665,12.6578,5.7830,8.1420,6.6809,17.7137,35.0959,6.3476,31.2112,19.1417,22.6145,41.6676,7.1485,5.9993,147.9968
2019/08/30,5.5691,32.9900,4.9705,11.4134,26.3330,11.8983,10.0044,7.1579,40.2326,9.5162,26.6049,77.5006,15.1244,6.0219,36.4194,133.1657,6.5029,13.1038,23.7211,20.3963,25.7855,8.2365,16.3546,5.6760,6.7163,10.8598,5.3137,7.6939,6.2951,13.2012,25.0357,5.8266,29.0170,17.4570,20.7735,41.8469,6.5888,5.7083,160.0501
2019/09/30,5.8456,31.3140,5.0365,11.5051,26.5218,12.6137,10.1415,7.6326,41.3233,9.0230,24.3149,78.1105,14.9350,6.0873,36.6745,113.1642,6.8179,12.6014,30.8681,21.3418,25.6685,8.2761,16.5826,5.7950,6.6870,10.8250,5.3530,8.1184,6.4586,12.1779,23.8468,5.7840,29.2160,17.5529,21.0111,40.7863,6.6748,5.6954,145.0454
2019/10/31,6.0140,28.8926,5.0641,12.7883,20.8721,10.9090,9.9017,7.7649,38.6752,9.4256,24.3705,82.2213,15.0921,6.3083,36.2206,93.5790,6.7880,11.2142,44.6313,18.0013,25.1781,8.0295,16.8351,5.9895,6.3759,10.2228,5.4479,7.2095,6.8000,11.0826,19.2056,5.3756,22.6473,16.9566,25.7788,38.4735,6.8546,5.8438,252.8223
2019/11/29,5.7255,28.4682,5.0805,13.0232,20.5932,11.7358,10.0496,7.7757,35.9667,9.3253,24.0738,77.7157,16.0186,6.1829,34.6549,88.6027,7.3741,11.9572,48.8302,17.5416,25.2563,7.4939,17.1393,6.0439,6.5730,9.7008,5.3507,7.0718,6.6619,10.9991,18.8382,5.2416,22.0243,16.4149,24.5074,35.6844,6.6760,5.7333,251.8683
2019/12/31,5.9467,29.8399,5.1958,13.3364,24.3348,13.8187,10.4819,8.7199,37.1005,9.5659,25.4617,79.1814,18.5864,6.3525,36.3124,96.0525,8.8231,14.1203,53.9100,19.7375,26.8592,7.9468,19.6544,6.3351,6.8925,9.9143,5.4673,7.4348,6.7654,12.1520,20.0209,5.7647,26.3591,16.8153,25.5596,37.8774,6.7982,5.8280,249.1107
2020/01/23,5.6551,26.1378,5.0064,12.8927,23.5672,12.9973,9.9965,6.8850,35.5888,9.0686,25.0597,79.6066,17.1767,5.8434,32.3159,95.6108,7.7283,13.4469,66.2423,18.5758,26.5988,7.5244,16.7336,5.8631,6.4031,9.6857,5.3119,6.9592,6.5813,11.5483,18.5224,5.6108,24.5811,15.9204,24.7266,34.4024,6.5537,5.7017,239.6026
2020/02/28,5.4060,25.1721,4.7100,12.0053,23.0742,14.1325,9.2877,7.2712,34.5089,8.9082,25.7297,76.0782,15.5653,5.2214,32.4448,99.8805,8.8328,12.3245,72.3791,18.1417,25.0969,6.9670,15.1313,5.4531,6.4575,9.5092,5.0497,6.7214,6.0981,10.2412,16.9090,5.5083,24.0749,15.0725,22.2277,32.9340,6.1118,5.6069,209.6523
2020/03/31,5.0572,23.2949,4.6452,9.3130,23.4252,14.0271,8.7663,6.6784,32.5071,8.2223,25.3542,76.3944,12.7853,4.6238,34.1023,82.5462,8.6921,10.4273,56.2296,15.5075,25.7920,7.4684,13.2044,5.0179,6.6091,8.4631,4.9585,5.5830,5.8788,9.2185,12.7729,5.4057,17.3736,15.9615,18.5117,28.1932,5.9425,5.4666,200.1443
2020/04/17,5.0821,25.9420,4.7102,9.5863,24.7148,15.9095,8.9238,6.7518,32.9430,8.6702,27.4529,80.1880,13.6748,4.7367,37.6323,87.3298,9.1827,10.7314,63.1886,15.7853,25.8697,7.3718,15.4573,5.0652,6.6427,8.8583,4.9873,6.0603,5.8788,9.5713,13.6069,5.4043,18.3012,15.4505,18.2312,34.1087,5.9519,5.6237,201.5705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
