日期,Fetching...,上海机场,民生银行,中国石化,Fetching...,三一重工,招商银行,保利地产,中国联通,上汽集团,Fetching...,恒瑞医药,Fetching...,华夏幸福,贵州茅台,山东黄金,Fetching...,海尔智家,三安光电,海通证券,伊利股份,中国神华,中国国航,兴业银行,中国铁建,中国平安,交通银行,中国中铁,Fetching...,中国太保,中国人寿,中国建筑,Fetching...,中国中车,中国石油,中国国旅,Fetching...,中国银行,中国重工
2015/10/30,14.3700,9.9500,10.4900,4.0500,14.1100,1.4000,14.6250,10.1600,3.4200,12.9500,11.0600,18.0100,13.1100,30.2300,19.6900,2.9800,9.0500,11.0800,12.0100,13.0400,13.6300,5.6200,10.8200,15.7500,5.5900,15.3000,7.6200,4.6800,9.4300,9.1000,11.6700,11.8000,7.6650,5.1300,2.6000,12.4300,14.5875,11.2650,0.3000
2015/11/30,14.3700,9.9500,14.4675,4.0500,14.1100,0.2000,14.6250,10.1600,3.4200,12.9500,11.0600,18.0100,13.1100,30.2300,19.6900,2.9800,9.0500,14.6100,12.0100,13.0400,18.7400,5.6200,10.8200,15.7500,7.6700,15.3000,10.6125,7.1500,13.9500,12.3000,11.6700,11.8000,16.0100,8.5600,2.6000,12.4300,14.5875,11.2650,-0.7400
2015/12/31,14.3700,9.9500,14.4675,4.0500,14.1100,0.2000,14.6250,10.1600,3.4200,12.9500,11.0600,18.0100,13.1100,30.2300,19.6900,2.9800,9.0500,14.6100,12.0100,13.0400,18.7400,5.6200,10.8200,15.7500,7.6700,15.3000,10.6125,7.1500,13.9500,12.3000,11.6700,11.8000,16.0100,8.5600,2.6000,12.4300,14.5875,11.2650,-0.7400
2016/01/29,14.3700,9.9500,14.4675,4.0500,14.1100,0.2000,14.6250,10.1600,3.4200,12.9500,11.0600,18.0100,13.1100,30.2300,19.6900,2.9800,9.0500,14.6100,12.0100,13.0400,18.7400,5.6200,10.8200,15.7500,7.6700,15.3000,10.6125,7.1500,13.9500,12.3000,11.6700,11.8000,16.0100,8.5600,2.6000,12.4300,14.5875,11.2650,-0.7400
2016/02/29,14.3700,9.9500,14.4675,4.0500,14.1100,0.2000,14.6250,10.1600,3.4200,12.9500,11.0600,18.0100,13.1100,30.2300,19.6900,2.9800,9.0500,14.6100,12.0100,13.0400,18.7400,5.6200,10.8200,15.7500,7.6700,15.3000,10.6125,7.1500,13.9500,12.3000,11.6700,11.8000,16.0100,8.5600,2.6000,12.4300,14.5875,11.2650,-0.7400
2016/03/31,14.3700,13.0500,16.9800,5.0400,16.6300,0.2000,17.0900,10.1600,4.4100,12.9500,14.2100,18.0100,14.6700,42.0700,26.2300,6.2300,11.0300,14.6100,12.0100,17.5600,23.8700,5.4800,11.8400,15.7500,12.4100,17.1200,13.4600,10.9400,17.1000,14.2000,11.5600,11.8000,17.0900,12.4700,3.0000,12.4300,17.2700,14.5300,-0.7400
2016/04/29,18.8200,3.1100,16.9800,0.9100,16.6300,0.3800,4.9600,1.8900,0.1800,17.9100,3.4200,6.6600,3.7600,8.4800,7.3700,2.2600,1.6300,6.7600,2.8300,1.6200,23.8700,5.4800,3.9900,5.3100,12.4100,6.1000,3.6000,10.9400,4.2800,14.2000,1.6600,16.0000,1.5500,2.0300,-1.2000,6.0400,17.2700,3.6925,0.3700
2016/05/31,4.5000,3.1100,4.4850,0.9100,1.1800,0.3800,4.9600,1.8900,0.1800,4.4200,3.4200,6.6600,3.7600,8.4800,7.3700,2.2600,1.6300,6.7600,2.8300,1.6200,7.4800,1.5600,3.9900,5.3100,2.2800,6.1000,3.6000,1.7200,4.2800,1.7000,1.6600,3.7100,1.5500,2.0300,-1.2000,6.0400,4.6325,3.6925,0.3700
2016/06/30,4.5000,3.1100,4.4850,0.9100,1.1800,0.3800,4.9600,1.8900,0.1800,4.4200,3.4200,6.6600,3.7600,8.4800,7.3700,2.2600,1.6300,6.7600,2.8300,1.6200,7.4800,1.5600,3.9900,5.3100,2.2800,6.1000,3.6000,1.7200,4.2800,1.7000,1.6600,3.7100,1.5500,2.0300,-1.2000,6.0400,4.6325,3.6925,0.3700
2016/07/29,4.5000,3.1100,4.4850,0.9100,1.1800,0.3800,4.9600,1.8900,0.1800,4.4200,3.4200,6.6600,3.7600,8.4800,7.3700,2.2600,1.6300,6.7600,2.8300,1.6200,7.4800,1.5600,3.9900,5.3100,2.2800,6.1000,3.6000,1.7200,4.2800,1.7000,1.6600,3.7100,1.5500,2.0300,-1.2000,6.0400,4.6325,3.6925,0.3700
2016/08/31,8.5900,6.6900,8.7450,2.8100,3.7300,0.5900,9.5350,6.7500,0.5700,8.3400,8.0900,12.4100,11.3600,18.9100,12.8800,5.5800,4.6700,13.7800,5.8900,3.9100,15.1500,3.2900,5.5800,9.4600,5.0900,11.6000,6.9100,4.2300,8.4150,4.6000,3.3000,8.6300,3.6200,4.8300,0.0400,9.4300,8.9000,7.3900,1.2700
2016/09/30,8.5900,6.6900,8.7450,2.8100,3.7300,0.5900,9.5350,6.7500,0.5700,8.3400,8.0900,12.4100,11.3600,18.9100,12.8800,5.5800,4.6700,13.7800,5.8900,3.9100,15.1500,3.2900,5.5800,9.4600,5.0900,11.6000,6.9100,4.2300,8.4150,4.6000,3.3000,8.6300,3.6200,4.8300,0.0400,9.4300,8.9000,7.3900,1.2700
2016/10/31,12.8600,9.9800,12.4350,4.2600,5.6600,0.7500,13.7700,9.2900,0.6200,12.7900,11.4700,17.8000,19.9500,21.8300,18.4500,7.3500,8.2400,15.7900,9.0500,5.8500,20.9100,5.7200,11.3900,14.1100,7.7300,15.7000,9.6300,7.5600,12.3975,6.6000,4.2900,13.1000,5.9400,7.5700,0.1000,12.4200,12.8700,10.2450,1.4000
2016/11/30,12.8600,9.9800,12.4350,4.2600,5.6600,0.7500,13.7700,9.2900,0.6200,12.7900,11.4700,17.8000,19.9500,21.8300,18.4500,7.3500,8.2400,15.7900,9.0500,5.8500,20.9100,5.7200,11.3900,14.1100,7.7300,15.7000,9.6300,7.5600,12.3975,6.6000,4.2900,13.1000,5.9400,7.5700,0.1000,12.4200,12.8700,10.2450,1.4000
2016/12/30,12.8600,9.9800,12.4350,4.2600,5.6600,0.7500,13.7700,9.2900,0.6200,12.7900,11.4700,17.8000,19.9500,21.8300,18.4500,7.3500,8.2400,15.7900,9.0500,5.8500,20.9100,5.7200,11.3900,14.1100,7.7300,15.7000,9.6300,7.5600,12.3975,6.6000,4.2900,13.1000,5.9400,7.5700,0.1000,12.4200,12.8700,10.2450,1.4000
2017/01/26,12.8600,9.9800,12.4350,4.2600,5.6600,0.7500,13.7700,9.2900,0.6200,12.7900,11.4700,17.8000,19.9500,21.8300,18.4500,7.3500,8.2400,15.7900,9.0500,5.8500,20.9100,5.7200,11.3900,14.1100,7.7300,15.7000,9.6300,7.5600,12.3975,6.6000,4.2900,13.1000,5.9400,7.5700,0.1000,12.4200,12.8700,10.2450,1.4000
2017/02/28,12.8600,9.9800,12.4350,4.2600,5.6600,0.7500,13.7700,9.2900,0.6200,12.7900,11.4700,17.8000,19.9500,21.8300,18.4500,7.3500,8.2400,15.7900,9.0500,5.8500,20.9100,5.7200,11.3900,14.1100,7.7300,15.7000,9.6300,7.5600,12.3975,6.6000,4.2900,13.1000,5.9400,7.5700,0.1000,12.4200,12.8700,10.2450,1.4000
2017/03/31,12.8600,13.1700,15.1300,6.6800,7.3600,0.7500,16.2700,9.2900,0.2000,12.7900,14.2500,23.2400,19.9500,29.5400,18.4500,10.3600,11.5900,15.7900,9.0500,7.3900,26.5800,7.5100,10.6100,14.1100,11.5500,17.4000,12.2200,9.5700,15.2400,9.1000,6.1600,13.1000,7.7300,11.2100,0.7000,12.4200,15.4400,10.2450,1.4000
2017/04/28,3.9600,3.4900,4.1775,2.3100,7.3600,3.2200,4.8550,15.5300,0.3500,17.5300,3.3000,6.3500,12.8400,6.0700,8.0600,2.0900,2.7700,15.7900,3.8900,2.0100,26.5800,7.5100,2.0300,14.1100,11.5500,5.8000,12.2200,9.5700,15.2400,9.1000,2.0300,3.6300,1.5600,1.0200,0.5000,12.4200,4.4075,12.5800,0.4900
2017/05/31,3.9600,3.4900,4.1775,2.3100,1.6000,3.2200,4.8550,2.1000,0.3500,4.0000,3.3000,6.3500,12.8400,6.0700,8.0600,2.0900,2.7700,6.3800,3.8900,2.0100,7.2400,3.8400,2.0300,4.7000,2.1700,5.8000,3.0250,1.8400,3.9500,1.5000,2.0300,3.6300,1.5600,1.0200,0.5000,5.5500,4.4075,3.4350,0.4900
2017/06/30,3.9600,3.4900,4.1775,2.3100,1.6000,3.2200,4.8550,2.1000,0.3500,4.0000,3.3000,6.3500,12.8400,6.0700,8.0600,2.0900,2.7700,6.3800,3.8900,2.0100,7.2400,3.8400,2.0300,4.7000,2.1700,5.8000,3.0250,1.8400,3.9500,1.5000,2.0300,3.6300,1.5600,1.0200,0.5000,5.5500,4.4075,3.4350,0.4900
2017/07/31,3.9600,3.4900,4.1775,2.3100,1.6000,3.2200,4.8550,2.1000,0.3500,4.0000,3.3000,6.3500,12.8400,6.0700,14.3300,2.0900,2.7700,6.3800,3.8900,2.0100,7.2400,3.8400,2.0300,4.7000,2.1700,5.8000,3.0250,1.8400,3.9500,1.5000,2.0300,3.6300,1.5600,1.0200,0.5000,5.5500,4.4075,3.4350,0.4900
2017/08/31,7.8500,7.3300,8.1150,3.7900,3.3900,4.9400,9.5550,6.1700,1.0000,7.5900,7.4600,11.9800,25.4300,16.9600,14.3300,3.9300,8.4600,15.4700,8.3300,3.5700,14.3000,7.4700,4.3300,8.6100,5.1600,10.6000,6.4000,5.3600,7.8450,4.8000,4.0100,8.6400,3.5000,3.1500,1.0600,9.9500,8.5450,7.6000,1.0900
2017/09/29,7.8500,7.3300,8.1150,3.7900,3.3900,4.9400,9.5550,6.1700,1.0000,7.5900,7.4600,11.9800,25.4300,16.9600,14.3300,3.9300,8.4600,15.4700,8.3300,3.5700,14.3000,7.4700,4.3300,8.6100,5.1600,10.6000,6.4000,5.3600,7.8450,4.8000,4.0100,8.6400,3.5000,3.1500,1.0600,9.9500,8.5450,7.6000,1.0900
2017/10/31,11.5100,11.5200,11.5200,5.3700,5.4500,7.5400,13.9950,9.0000,1.6800,11.6900,10.2500,17.3400,38.2700,22.8100,24.9700,5.6300,12.2600,19.5100,12.7700,5.4100,20.7100,10.7400,10.3400,12.7400,8.2300,15.7000,8.9100,7.7100,11.6475,8.1000,8.6800,12.4000,5.5200,5.8300,1.4500,14.4700,12.3900,10.2600,1.8700
2017/11/30,11.5100,11.5200,11.5200,5.3700,5.4500,7.5400,13.9950,9.0000,1.6800,11.6900,10.2500,17.3400,38.2700,22.8100,24.9700,5.6300,12.2600,19.5100,12.7700,5.4100,20.7100,10.7400,10.3400,12.7400,8.2300,15.7000,8.9100,7.7100,11.6475,8.1000,8.6800,12.4000,5.5200,5.8300,1.4500,14.4700,12.3900,10.2600,1.8700
2017/12/29,11.5100,11.5200,11.5200,5.3700,5.4500,7.5400,13.9950,9.0000,1.6800,11.6900,10.2500,17.3400,38.2700,22.8100,24.9700,5.6300,12.2600,19.5100,12.7700,5.4100,20.7100,10.7400,10.3400,12.7400,8.2300,15.7000,8.9100,7.7100,11.6475,8.1000,8.6800,12.4000,5.5200,5.8300,1.4500,14.4700,12.3900,10.2600,1.8700
2018/01/31,11.5100,11.5200,11.5200,5.3700,5.4500,7.5400,13.9950,9.0000,1.6800,11.6900,10.2500,17.3400,38.2700,22.8100,24.9700,5.6300,12.2600,19.5100,12.7700,5.4100,20.7100,10.7400,10.3400,12.7400,8.2300,15.7000,8.9100,7.7100,11.6475,8.1000,8.6800,12.4000,5.5200,5.8300,1.4500,14.4700,12.3900,10.2600,1.8700
2018/02/28,11.5100,11.5200,11.5200,5.3700,5.4500,7.5400,13.9950,9.0000,1.6800,11.6900,10.2500,17.3400,38.2700,22.8100,24.9700,5.6300,12.2600,19.5100,12.7700,5.4100,20.7100,10.7400,10.3400,12.7400,8.2300,15.7000,8.9100,7.7100,11.6475,8.1000,8.6800,12.4000,5.5200,5.8300,1.4500,14.4700,12.3900,10.2600,1.8700
2018/03/30,11.5100,15.5300,14.0300,7.1400,7.8200,7.5400,16.5400,9.0000,0.4900,16.8700,13.0200,17.3400,50.6600,31.4000,32.9500,7.1200,19.1200,19.5100,12.7700,7.5600,20.7100,14.6700,8.9600,12.7400,12.1600,20.7200,11.4000,11.2500,14.3500,10.8900,10.4900,12.4000,10.5600,9.1400,1.9000,14.4700,14.8000,12.2400,1.8700
2018/04/27,11.5100,3.9700,14.0300,2.5500,7.8200,5.7100,16.5400,1.7500,0.9500,16.8700,13.0200,5.9900,13.4700,31.4000,32.9500,2.1000,5.2100,5.9900,4.7800,1.4700,8.0300,14.6700,3.0100,4.4100,12.1600,5.3000,11.4000,11.2500,14.3500,10.8900,4.1900,15.8200,2.1600,1.0400,1.9000,14.4700,4.2625,12.2400,0.3600
2018/05/31,3.4500,3.9700,4.0700,2.5500,1.7800,5.7100,4.9925,1.7500,0.9500,4.2200,2.9000,5.9900,13.4700,7.5600,8.8900,2.1000,5.2100,5.9900,4.7800,1.4700,8.0300,3.7800,3.0100,4.4100,2.4900,5.3000,3.2325,2.0400,3.8500,2.7000,4.1900,3.7000,2.1600,1.0400,0.8000,7.9700,4.2625,3.4800,0.3600
2018/06/29,3.4500,3.9700,4.0700,2.5500,1.7800,5.7100,4.9925,1.7500,0.9500,4.2200,2.9000,5.9900,13.4700,7.5600,8.8900,2.1000,5.2100,5.9900,4.7800,1.4700,8.0300,3.7800,3.0100,4.4100,2.4900,5.3000,3.2325,2.0400,3.8500,2.7000,4.1900,3.7000,2.1600,1.0400,0.8000,7.9700,4.2625,3.4800,0.3600
2018/07/31,3.4500,3.9700,4.0700,2.5500,1.7800,5.7100,4.9925,1.7500,0.9500,4.2200,2.9000,5.9900,25.4300,7.5600,8.8900,2.1000,5.2100,5.9900,4.7800,1.4700,8.0300,3.7800,3.0100,4.4100,2.4900,5.3000,3.2325,2.0400,3.8500,2.7000,4.1900,3.7000,2.1600,1.0400,0.8000,7.9700,4.2625,3.4800,0.3600
2018/08/31,6.9700,7.7300,7.9050,5.7400,3.6500,12.4300,9.8050,5.8800,1.8900,8.1300,6.1200,11.6700,25.4300,16.5500,15.8700,3.6800,13.6500,14.1000,8.9500,2.5600,12.7900,7.3200,3.9200,7.9500,5.5300,11.6000,6.2550,6.0900,7.6650,5.8000,5.1100,7.9700,3.5800,3.3900,2.2400,12.9400,8.3300,7.6450,1.1800
2018/09/28,6.9700,7.7300,7.9050,5.7400,3.6500,12.4300,9.8050,5.8800,1.8900,8.1300,6.1200,11.6700,25.4300,16.5500,15.8700,3.6800,13.6500,14.1000,8.9500,2.5600,12.7900,7.3200,3.9200,7.9500,5.5300,11.6000,6.2550,6.0900,7.6650,5.8000,5.1100,7.9700,3.5800,3.3900,2.2400,12.9400,8.3300,7.6450,1.1800
2018/10/31,10.4800,11.9300,11.2125,8.2800,4.8100,17.4300,14.3025,8.6700,2.4900,11.9500,8.0000,17.2300,32.0900,19.0000,24.9300,4.6200,21.4600,17.4200,12.3100,3.0400,19.0700,11.0200,7.6800,11.9700,10.1100,15.7000,8.7675,8.5600,11.3625,9.0000,6.1300,11.5000,4.8800,6.1100,4.0000,18.0400,12.0600,10.2750,1.7200
2018/11/30,10.4800,11.9300,11.2125,8.2800,4.8100,17.4300,14.3025,8.6700,2.4900,11.9500,8.0000,17.2300,32.0900,19.0000,24.9300,4.6200,21.4600,17.4200,12.3100,3.0400,19.0700,11.0200,7.6800,11.9700,10.1100,15.7000,8.7675,8.5600,11.3625,9.0000,6.1300,11.5000,4.8800,6.1100,4.0000,18.0400,12.0600,10.2750,1.7200
2018/12/28,10.4800,11.9300,11.2125,8.2800,4.8100,17.4300,14.3025,8.6700,2.4900,11.9500,8.0000,17.2300,32.0900,19.0000,24.9300,4.6200,21.4600,17.4200,12.3100,3.0400,19.0700,11.0200,7.6800,11.9700,10.1100,15.7000,8.7675,8.5600,11.3625,9.0000,6.1300,11.5000,4.8800,6.1100,4.0000,18.0400,12.0600,10.2750,1.7200
2019/01/31,10.4800,11.9300,11.2125,8.2800,4.8100,17.4300,14.3025,8.6700,2.4900,11.9500,8.0000,17.2300,32.0900,19.0000,24.9300,4.6200,21.4600,17.4200,12.3100,3.0400,19.0700,11.0200,7.6800,11.9700,10.1100,15.7000,8.7675,8.5600,11.3625,9.0000,6.1300,11.5000,4.8800,6.1100,4.0000,18.0400,12.0600,10.2750,1.7200
2019/02/28,10.4800,11.9300,11.2125,8.2800,4.8100,17.4300,14.3025,8.6700,2.4900,11.9500,8.0000,23.6000,32.0900,19.0000,24.9300,4.6200,21.4600,17.4200,12.3100,3.0400,24.3300,11.0200,7.6800,11.9700,10.1100,15.7000,8.7675,8.5600,11.3625,9.0000,6.1300,11.5000,4.8800,6.1100,4.0000,18.0400,12.0600,10.2750,1.7200
2019/03/29,13.1400,15.8500,11.2125,8.6700,6.2000,17.4300,16.5700,8.6700,2.8600,11.9500,10.2600,23.6000,32.0900,19.0000,34.4600,4.9200,29.6600,17.4200,12.3100,4.4200,24.3300,13.9400,8.1700,11.9700,10.1100,20.9100,8.7675,8.5600,13.7900,12.6000,3.5400,11.5000,4.8800,9.0600,4.4000,18.0400,14.0400,10.2750,1.7200
2019/04/30,3.4700,4.8100,3.7725,2.0300,2.7400,9.7000,4.8625,1.8900,1.1200,3.4400,2.5100,5.8700,7.0400,7.9500,9.4700,1.6800,5.2500,6.6200,2.8800,3.1400,7.7200,3.7700,3.0700,4.4100,2.5100,7.9000,3.2500,2.1300,3.5875,3.5000,7.7400,3.5400,2.6600,1.3800,0.8000,13.2800,3.9750,3.2575,0.6200
2019/05/31,3.4700,4.8100,3.7725,2.0300,2.7400,9.7000,4.8625,1.8900,1.1200,3.4400,2.5100,5.8700,7.0400,7.9500,9.4700,1.6800,5.2500,6.6200,2.8800,3.1400,7.7200,3.7700,3.0700,4.4100,2.5100,7.9000,3.2500,2.1300,3.5875,3.5000,7.7400,3.5400,2.6600,1.3800,0.8000,13.2800,3.9750,3.2575,0.6200
2019/06/28,3.4700,4.8100,3.7725,2.0300,2.7400,9.7000,4.8625,1.8900,1.1200,3.4400,2.5100,5.8700,7.0400,7.9500,9.4700,1.6800,5.2500,6.6200,2.8800,3.1400,7.7200,3.7700,3.0700,4.4100,2.5100,7.9000,3.2500,2.1300,3.5875,3.5000,7.7400,3.5400,2.6600,1.3800,0.8000,13.2800,3.9750,3.2575,0.6200
2019/07/31,3.4700,4.8100,3.7725,2.0300,2.7400,9.7000,4.8625,1.8900,1.1200,3.4400,2.5100,5.8700,7.0400,7.9500,16.2100,1.6800,5.2500,6.6200,2.8800,3.1400,7.7200,3.7700,3.0700,4.4100,2.5100,7.9000,3.2500,2.1300,3.5875,3.5000,7.7400,3.5400,2.6600,1.3800,0.8000,13.2800,3.9750,3.2575,0.6200
2019/08/30,6.8900,9.1200,3.7725,4.2800,4.1100,18.2700,9.7350,7.9100,2.0800,5.7200,5.3500,11.4400,13.9300,21.3400,16.2100,3.0300,12.8400,12.2900,4.0700,3.1400,13.1800,7.3200,3.5200,7.6600,2.5100,16.3000,6.2850,2.1300,7.2050,10.1000,11.1400,7.5200,3.8200,3.6500,2.3300,13.2800,7.8100,3.2575,1.3500
2019/09/30,6.8900,9.1200,7.4300,4.2800,4.1100,18.2700,9.7350,7.9100,2.0800,5.7200,5.3500,11.4400,13.9300,21.3400,16.2100,3.0300,12.8400,12.2900,4.0700,4.5600,13.1800,7.3200,3.5200,7.6600,5.7100,16.3000,6.2850,5.6000,7.2050,10.1000,11.1400,7.5200,3.8200,3.6500,2.3300,18.5100,7.8100,7.2800,1.3500
2019/10/31,10.3200,13.4000,10.6425,5.9300,6.6800,24.0300,14.3925,10.2400,2.9700,8.6500,7.2100,17.1400,19.8600,25.1900,24.9200,3.9300,19.8200,18.1700,5.3500,6.0900,20.6800,10.9900,7.4500,11.7200,8.9100,21.4000,8.8050,8.4300,10.7250,14.2000,16.6600,11.2300,5.8300,6.4100,3.0600,23.5700,11.3475,9.7500,1.4400
2019/11/29,10.3200,13.4000,10.6425,5.9300,6.6800,24.0300,14.3925,10.2400,2.9700,8.6500,7.2100,17.1400,19.8600,25.1900,24.9200,3.9300,19.8200,18.1700,5.3500,6.0900,20.6800,10.9900,7.4500,11.7200,8.9100,21.4000,8.8050,8.4300,10.7250,14.2000,16.6600,11.2300,5.8300,6.4100,3.0600,23.5700,11.3475,9.7500,1.4400
2019/12/31,10.3200,13.4000,10.6425,5.9300,6.6800,24.0300,14.3925,10.2400,2.9700,8.6500,7.2100,17.1400,19.8600,25.1900,24.9200,3.9300,19.8200,18.1700,5.3500,6.0900,20.6800,10.9900,7.4500,11.7200,8.9100,21.4000,8.8050,8.4300,10.7250,14.2000,16.6600,11.2300,5.8300,6.4100,3.0600,23.5700,11.3475,9.7500,1.4400
2020/01/23,10.3200,13.4000,10.6425,5.9300,6.6800,24.0300,14.3925,10.2400,2.9700,8.6500,7.2100,17.1400,19.8600,25.1900,24.9200,3.9300,19.8200,18.1700,5.3500,6.0900,20.6800,10.9900,7.4500,11.7200,8.9100,21.4000,8.8050,8.4300,10.7250,14.2000,16.6600,11.2300,5.8300,6.4100,3.0600,23.5700,11.3475,9.7500,1.4400
2020/02/28,10.3200,13.4000,10.6425,5.9300,6.6800,24.0300,14.3925,10.2400,2.9700,8.6500,7.2100,17.1400,19.8600,25.1900,24.9200,3.9300,19.8200,18.1700,5.3500,6.0900,20.6800,10.9900,7.4500,11.7200,8.9100,24.3500,8.8050,8.4300,10.7250,14.2000,16.6600,11.2300,5.8300,6.4100,3.0600,23.5700,11.3475,9.7500,1.4400
2020/03/31,10.3200,16.7000,12.4000,7.9000,7.7600,24.0300,16.8400,10.2400,3.4500,8.6500,11.5500,24.0200,25.4400,25.1900,24.9200,3.9300,27.0300,18.1700,5.3500,7.8100,20.6800,12.7300,7.4500,11.7200,12.0300,24.3500,11.2000,12.8400,13.0500,16.9200,16.4700,11.2300,7.9400,8.9200,3.7000,23.5700,13.1800,11.4500,1.4400
2020/04/17,10.3200,16.7000,12.4000,7.9000,7.7600,24.0300,16.8400,21.0100,3.4500,10.5300,11.5500,24.0200,25.4400,25.1900,24.9200,5.4900,27.0300,18.1700,5.3500,7.8100,20.6800,12.7300,7.0900,11.7200,12.0300,24.3500,11.2000,12.8400,13.0500,16.9200,16.4700,11.2300,7.9400,8.9200,3.7000,23.5700,13.1800,11.4500,1.4400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
